,0,1,2,3
58,Inhba_Inha,Acvr1c_Acvr2a,nan,Secreted Signaling
59,Inhbb_Inha,Acvr1c_Acvr2a,nan,Secreted Signaling
60,Inha,Acvr1c_Acvr2a,nan,Secreted Signaling
61,Inhba_Inhbb,Acvr1c_Acvr2b,nan,Secreted Signaling
62,Inhba_Inha,Acvr1c_Acvr2b,nan,Secreted Signaling
63,Inhbb_Inha,Acvr1c_Acvr2b,nan,Secreted Signaling
64,Inha,Acvr1c_Acvr2b,nan,Secreted Signaling
65,Adipoq,Adipor1_Adipor2,nan,Secreted Signaling
66,Iapp,Calcr_Ramp1,nan,Secreted Signaling
67,Iapp,Calcr_Ramp2,nan,Secreted Signaling
68,Iapp,Calcr_Ramp3,nan,Secreted Signaling
69,Chat,Chrna2_Chrnb3,nan,Secreted Signaling
70,Chat,Chrna3_Chrnb2_Chrna5,nan,Secreted Signaling
71,Chat,Chrna3_Chrnb4_Chrna5,nan,Secreted Signaling
72,Chat,Chrna4_Chrnb2,nan,Secreted Signaling
73,Chat,Chrna6_Chrna4_Chrnb3,nan,Secreted Signaling
74,Chat,Chrna6_Chrnb3_Chrnb4,nan,Secreted Signaling
75,Chat,Chrna1,nan,Secreted Signaling
76,Chat,Chrm2,nan,Secreted Signaling
77,Chat,Chrm4,nan,Secreted Signaling
78,Chat,Chrm5,nan,Secreted Signaling
79,Chat,Chrm1,nan,Secreted Signaling
80,Chat,Chrm3,nan,Secreted Signaling
81,Chat,Chrna7,nan,Secreted Signaling
82,Cyp11b1,Nr3c1,nan,Secreted Signaling
83,Cyp11b1,Nr3c2,nan,Secreted Signaling
84,Cyp17a1,Ar,nan,Secreted Signaling
85,Hsd17b6,Nr1h4,nan,Secreted Signaling
86,Gdf2_Bmp15,Bmpr1b_Bmpr2_Acvr1b,nan,Secreted Signaling
87,Bmp2,Bmpr1a_Bmpr2,nan,Secreted Signaling
88,Bmp4,Bmpr1a_Bmpr2,nan,Secreted Signaling
89,Bmp7,Bmpr1a_Bmpr2,nan,Secreted Signaling
90,Bmp5,Bmpr1a_Bmpr2,nan,Secreted Signaling
91,Bmp6,Bmpr1a_Bmpr2,nan,Secreted Signaling
92,Gdf6,Bmpr1a_Bmpr2,nan,Secreted Signaling
93,Gdf7,Bmpr1a_Bmpr2,nan,Secreted Signaling
94,Bmp8a,Bmpr1a_Bmpr2,nan,Secreted Signaling
95,Bmp15,Bmpr1b_Bmpr2,nan,Secreted Signaling
96,Bmp2,Bmpr1b_Bmpr2,nan,Secreted Signaling
97,Bmp4,Bmpr1b_Bmpr2,nan,Secreted Signaling
98,Bmp7,Bmpr1b_Bmpr2,nan,Secreted Signaling
99,Bmp5,Bmpr1b_Bmpr2,nan,Secreted Signaling
100,Bmp6,Bmpr1b_Bmpr2,nan,Secreted Signaling
101,Bmpr1b_Bmpr2,Bmpr1a,nan,Cell-Cell Contact
102,Gdf5,Bmpr1b_Bmpr2,nan,Secreted Signaling
103,Gdf6,Bmpr1b_Bmpr2,nan,Secreted Signaling
104,Gdf7,Bmpr1b_Bmpr2,nan,Secreted Signaling
105,Bmp8a,Bmpr1b_Bmpr2,nan,Secreted Signaling
106,Bmp2,Bmpr1a_Acvr2a,nan,Secreted Signaling
107,Bmp4,Bmpr1a_Acvr2a,nan,Secreted Signaling
108,Bmp7,Bmpr1a_Acvr2a,nan,Secreted Signaling
109,Bmp5,Bmpr1a_Acvr2a,nan,Secreted Signaling
110,Bmp6,Bmpr1a_Acvr2a,nan,Secreted Signaling
111,Gdf5,Bmpr1a_Acvr2a,nan,Secreted Signaling
112,Gdf6,Bmpr1a_Acvr2a,nan,Secreted Signaling
113,Gdf7,Bmpr1a_Acvr2a,nan,Secreted Signaling
114,Bmp8a,Bmpr1a_Acvr2a,nan,Secreted Signaling
115,Bmp2,Bmpr1a_Acvr2b,nan,Secreted Signaling
116,Bmp4,Bmpr1a_Acvr2b,nan,Secreted Signaling
117,Bmp7,Bmpr1a_Acvr2b,nan,Secreted Signaling
118,Bmp5,Bmpr1a_Acvr2b,nan,Secreted Signaling
119,Bmp6,Bmpr1a_Acvr2b,nan,Secreted Signaling
120,Gdf5,Bmpr1a_Acvr2b,nan,Secreted Signaling
121,Gdf7,Bmpr1a_Acvr2b,nan,Secreted Signaling
122,Bmp8a,Bmpr1a_Acvr2b,nan,Secreted Signaling
123,Bmp2,Bmpr1b_Acvr2a,nan,Secreted Signaling
124,Bmp4,Bmpr1b_Acvr2a,nan,Secreted Signaling
125,Bmp7,Bmpr1b_Acvr2a,nan,Secreted Signaling
126,Bmp5,Bmpr1b_Acvr2a,nan,Secreted Signaling
127,Bmp6,Bmpr1b_Acvr2a,nan,Secreted Signaling
128,Gdf5,Bmpr1b_Acvr2a,nan,Secreted Signaling
129,Gdf6,Bmpr1b_Acvr2a,nan,Secreted Signaling
130,Gdf7,Bmpr1b_Acvr2a,nan,Secreted Signaling
131,Bmp8a,Bmpr1b_Acvr2a,nan,Secreted Signaling
132,Bmp2,Bmpr1b_Acvr2b,nan,Secreted Signaling
133,Bmp4,Bmpr1b_Acvr2b,nan,Secreted Signaling
134,Bmp7,Bmpr1b_Acvr2b,nan,Secreted Signaling
135,Bmp5,Bmpr1b_Acvr2b,nan,Secreted Signaling
136,Bmp6,Bmpr1b_Acvr2b,nan,Secreted Signaling
137,Gdf5,Bmpr1b_Acvr2b,nan,Secreted Signaling
138,Gdf6,Bmpr1b_Acvr2b,nan,Secreted Signaling
139,Gdf7,Bmpr1b_Acvr2b,nan,Secreted Signaling
140,Bmp8a,Bmpr1b_Acvr2b,nan,Secreted Signaling
141,Cd8a_Cd8b1,Lck,nan,Cell-Cell Contact
142,Klrd1_Klrc1,H2-T23,nan,Cell-Cell Contact
143,Cntf,Cntfr_Lifr_Il6st,nan,Secreted Signaling
144,Clcf1,Cntfr_Lifr_Il6st,nan,Secreted Signaling
145,Apoa1,Amn_Cubn,nan,Secreted Signaling
146,Cyp27b1,Vdr,nan,Secreted Signaling
147,Hsd3b2,Catsper1_Catsperb,nan,Secreted Signaling
148,Hsd3b2,Catsper1_Catsperd,nan,Secreted Signaling
149,Hsd3b2,Catsper2_Catsperb,nan,Secreted Signaling
150,Hsd3b2,Catsper2_Catsperd,nan,Secreted Signaling
151,Hsd3b2,Catsper3_Catsperb,nan,Secreted Signaling
152,Hsd3b2,Catsper3_Catsperd,nan,Secreted Signaling
153,Hsd3b2,Catsper4_Catsperb,nan,Secreted Signaling
154,Hsd3b2,Catsper4_Catsperd,nan,Secreted Signaling
155,Cel,Rora,nan,Secreted Signaling
156,Cel,Rorc,nan,Secreted Signaling
157,Dhcr24,Rora,nan,Secreted Signaling
158,Dhcr24,Rorc,nan,Secreted Signaling
159,Dhcr7,Rora,nan,Secreted Signaling
160,Dhcr7,Rorc,nan,Secreted Signaling
161,Lipa,Rora,nan,Secreted Signaling
162,Lipa,Rorc,nan,Secreted Signaling
163,Cyp11b2,Nr3c1,nan,Secreted Signaling
164,Cyp11b2,Nr3c2,nan,Secreted Signaling
165,Sult1e1,Pparg,nan,Secreted Signaling
166,Sult1e1,Ppara,nan,Secreted Signaling
167,Sult2a1,Pparg,nan,Secreted Signaling
168,Sult2a1,Ppara,nan,Secreted Signaling
169,Ubash3b,Nr1i2,nan,Secreted Signaling
170,Ubash3b,Esr1,nan,Secreted Signaling
171,Ubash3b,Ppara,nan,Secreted Signaling
172,Dhcr7,Nr1h2,nan,Secreted Signaling
173,Dhcr7,Nr1h3,nan,Secreted Signaling
174,Cyp21a1,Nr3c2,nan,Secreted Signaling
175,Srd5a1,Ar,nan,Secreted Signaling
176,Srd5a2,Ar,nan,Secreted Signaling
177,Srd5a3,Ar,nan,Secreted Signaling
178,Pnmt,Adrb2,nan,Secreted Signaling
179,Pnmt,Adrb1,nan,Secreted Signaling
180,Pnmt,Adra2a,nan,Secreted Signaling
181,Pnmt,Adrb3,nan,Secreted Signaling
182,Pnmt,Adra2b,nan,Secreted Signaling
183,Pnmt,Adra2c,nan,Secreted Signaling
184,Pnmt,Adra1d,nan,Secreted Signaling
185,Pnmt,Adra1a,nan,Secreted Signaling
186,Pnmt,Adra1b,nan,Secreted Signaling
187,Cyp19a1,Nr1i2,nan,Secreted Signaling
188,Cyp19a1,Esr1,nan,Secreted Signaling
189,Cyp19a1,Esr2,nan,Secreted Signaling
190,Cyp19a1,Gper1,nan,Secreted Signaling
191,Hsd17b1,Nr1i2,nan,Secreted Signaling
192,Hsd17b1,Esr1,nan,Secreted Signaling
193,Hsd17b1,Esr2,nan,Secreted Signaling
194,Hsd17b1,Gper1,nan,Secreted Signaling
195,Wnt1,Ryk_Fzd8,nan,Secreted Signaling
196,Wnt5a,Ryk_Fzd8,nan,Secreted Signaling
197,Wnt3,Ryk_Fzd8,nan,Secreted Signaling
198,Wnt3a,Ryk_Fzd8,nan,Secreted Signaling
199,Vegfa,Flt1_Kdr,nan,Secreted Signaling
200,Pgf,Flt1_Kdr,nan,Secreted Signaling
201,Vegfb,Flt1_Kdr,nan,Secreted Signaling
202,Alb,B2m_Fcgrt,nan,Secreted Signaling
203,Cga_Fshb,Fshr,nan,Secreted Signaling
204,Gal,Galr1_Gpr151,nan,Secreted Signaling
205,Galp,Galr1_Gpr151,nan,Secreted Signaling
206,Gal,Galr2_Gpr151,nan,Secreted Signaling
207,Spx,Galr2_Gpr151,nan,Secreted Signaling
208,Galp,Galr2_Gpr151,nan,Secreted Signaling
209,Gal,Galr3_Gpr151,nan,Secreted Signaling
210,Spx,Galr3_Gpr151,nan,Secreted Signaling
211,Galp,Galr3_Gpr151,nan,Secreted Signaling
212,Csf2,Csf2rb_Csf2ra,nan,Secreted Signaling
213,F2,Gp1ba_Gp1bb,nan,Secreted Signaling
214,Vwf,Gp1ba_Gp1bb,nan,Secreted Signaling
215,Hdc,Hrh2,nan,Secreted Signaling
216,Hdc,Hrh1,nan,Secreted Signaling
217,Hdc,Hrh4,nan,Secreted Signaling
218,Hdc,Hrh3,nan,Secreted Signaling
219,Igf1,Igf1r_Gpc3,nan,Secreted Signaling
220,Il10,Il10ra_Il10rb,nan,Secreted Signaling
221,Il11,Gm13305_Il6st,nan,Secreted Signaling
222,Il12a_Il12b,Il12rb1_Il12rb2,nan,Secreted Signaling
223,Il4,Il13ra1_Il4ra,nan,Secreted Signaling
224,Il13,Il13ra1_Il4ra,nan,Secreted Signaling
225,Il15,Il15ra_Il2rb,nan,Secreted Signaling
226,Il17a_Il17f,Il17ra_Il17rc,nan,Secreted Signaling
227,Il25,Il17ra_Il17rb,nan,Secreted Signaling
228,Il17f,Il17ra_Il17rc,nan,Secreted Signaling
229,Il17c,Il17ra_Il17re,nan,Secreted Signaling
230,Il18,Il18r1_Il18rap,nan,Secreted Signaling
231,Il1a,Il1r1_Il1rap,nan,Secreted Signaling
232,Il1b,Il1r1_Il1rap,nan,Secreted Signaling
233,Il1rn,Il1r1_Il1rap,nan,Secreted Signaling
234,Il1a,Il1r2_Il1rap,nan,Secreted Signaling
235,Il1b,Il1r2_Il1rap,nan,Secreted Signaling
236,Il1rn,Il1r2_Il1rap,nan,Secreted Signaling
237,Il24,Il20ra_Il20rb,nan,Secreted Signaling
238,Il20,Il20ra_Il20rb,nan,Secreted Signaling
239,Il19,Il20ra_Il20rb,nan,Secreted Signaling
240,Il24,Il22ra1_Il20rb,nan,Secreted Signaling
241,Il20,Il22ra1_Il20rb,nan,Secreted Signaling
242,Il21,Il21r_Il2rg,nan,Secreted Signaling
243,Il22,Il22ra1_Il10rb,nan,Secreted Signaling
244,Il12b_Il23a,Il12rb1_Il23r,nan,Secreted Signaling
245,Ebi3_Il27,Il27ra_Il6st,nan,Secreted Signaling
246,Ifnl2,Ifnlr1_Il10rb,nan,Secreted Signaling
247,Il2,Il2ra_Il2rb_Il2rg,nan,Secreted Signaling
248,Il2,Il2rb_Il2rg,nan,Secreted Signaling
249,Il33,Il1rl1_Il1rap,nan,Secreted Signaling
250,Ebi3_Il12a,Il6st_Il12rb2,nan,Secreted Signaling
251,Il1f10,Il1rl2_Il1rap,nan,Secreted Signaling
252,Il1f8,Il1rl2_Il1rap,nan,Secreted Signaling
253,Il1f9,Il1rl2_Il1rap,nan,Secreted Signaling
254,Il1f5,Il1rl2_Il1rap,nan,Secreted Signaling
255,Il1f6,Il1rl2_Il1rap,nan,Secreted Signaling
256,Il4,Il2rg_Il4ra,nan,Secreted Signaling
257,Il5,Csf2rb_Il5ra,nan,Secreted Signaling
258,Il6,Il6ra_Il6st,nan,Secreted Signaling
259,Il7,Il7r_Il2rg,nan,Secreted Signaling
260,Il9,Il9r_Il2rg,nan,Secreted Signaling
261,Osm,Lifr_Il6st,nan,Secreted Signaling
262,Lif,Lifr_Il6st,nan,Secreted Signaling
263,Agrn,Musk_Lrp4,nan,Secreted Signaling
264,Tyr,Gpr143,nan,Secreted Signaling
265,Lta4h,Gpr17,nan,Secreted Signaling
266,Lta4h,Ltb4r1,nan,Secreted Signaling
267,Lta4h,Ltb4r2,nan,Secreted Signaling
268,Alox5ap_Alox5_Ltc4s,Gpr17,nan,Secreted Signaling
269,Alox5ap_Alox5_Ltc4s,Cysltr2,nan,Secreted Signaling
270,Alox5ap_Alox5_Ltc4s,Cysltr1,nan,Secreted Signaling
271,Ggt1_Ggt5,Gpr17,nan,Secreted Signaling
272,Ggt1_Ggt5,Cysltr2,nan,Secreted Signaling
273,Ggt1_Ggt5,Cysltr1,nan,Secreted Signaling
274,Dpep1,Cysltr1,nan,Secreted Signaling
275,Dpep2,Cysltr1,nan,Secreted Signaling
276,Dpep3,Cysltr1,nan,Secreted Signaling
277,Alox12,Fpr2,nan,Secreted Signaling
278,Alox12,Cysltr1,nan,Secreted Signaling
279,Alox5_Alox5ap_Ltc4s,Fpr2,nan,Secreted Signaling
280,Alox5_Alox5ap_Ltc4s,Cysltr1,nan,Secreted Signaling
281,Amh,Amhr2_Bmpr1a,nan,Secreted Signaling
282,Amh,Amhr2_Bmpr1b,nan,Secreted Signaling
283,Amh,Amhr2_Acvr1,nan,Secreted Signaling
284,Nodal,Acvr1b_Acvr2a_Cfc1,nan,Secreted Signaling
285,Nodal,Acvr1b_Acvr2a_Tdgf1,nan,Secreted Signaling
286,Nodal,Acvr1b_Acvr2b_Cfc1,nan,Secreted Signaling
287,Nodal,Acvr1b_Acvr2b_Tdgf1,nan,Secreted Signaling
288,Nodal,Acvr1c_Acvr2b_Cfc1,nan,Secreted Signaling
289,Nodal,Acvr1c_Acvr2b_Tdgf1,nan,Secreted Signaling
290,Dbh,Adrb2,nan,Secreted Signaling
291,Dbh,Adrb1,nan,Secreted Signaling
292,Dbh,Adra2a,nan,Secreted Signaling
293,Dbh,Adrb3,nan,Secreted Signaling
294,Dbh,Adra2b,nan,Secreted Signaling
295,Dbh,Adra2c,nan,Secreted Signaling
296,Dbh,Adra1d,nan,Secreted Signaling
297,Dbh,Adra1a,nan,Secreted Signaling
298,Dbh,Adra1b,nan,Secreted Signaling
299,Retn,Gpr25,nan,Secreted Signaling
300,Ccl24,Ccr2,nan,Secreted Signaling
301,Ccl24,Ccr3,nan,Secreted Signaling
302,Tnfsf10,Tnfrsf10b,nan,Secreted Signaling
303,Cort,Sstr1,nan,Secreted Signaling
304,Cort,Sstr2,nan,Secreted Signaling
305,Cort,Sstr4,nan,Secreted Signaling
306,Cort,Sstr3,nan,Secreted Signaling
307,Cort,Sstr5,nan,Secreted Signaling
308,Cort,Ghsr,nan,Secreted Signaling
309,Cort,Mrgprb1,nan,Secreted Signaling
310,Agrp,Mc4r,nan,Secreted Signaling
311,Agrp,Mc5r,nan,Secreted Signaling
312,Agrp,Mc3r,nan,Secreted Signaling
313,Tulp1,Tyro3,nan,Secreted Signaling
314,Tnfrsf11b,Tnfsf11,nan,Secreted Signaling
315,Ccl19,Ccrl2,nan,Secreted Signaling
316,Rarres2,Ccrl2,nan,Secreted Signaling
317,Agrn,Ncam1,nan,Secreted Signaling
318,Agrn,Ptprs,nan,Secreted Signaling
319,Dll1,Notch1,nan,Cell-Cell Contact
320,Dll1,Notch2,nan,Cell-Cell Contact
321,Dll1,Notch4,nan,Cell-Cell Contact
322,Dll1,Notch3,nan,Cell-Cell Contact
323,Cxcl16,Cxcr6,nan,Secreted Signaling
324,Rnaset2a,Tlr8,nan,Secreted Signaling
325,Ccl21a,Ccr7,nan,Secreted Signaling
326,Ccl21a,Ackr4,nan,Secreted Signaling
327,Ccl4,Ackr2,nan,Secreted Signaling
328,Ccl12,Ackr2,nan,Secreted Signaling
329,Ccl5,Ackr2,nan,Secreted Signaling
330,Ccl11,Ackr2,nan,Secreted Signaling
331,Ccl2,Ackr2,nan,Secreted Signaling
332,Ccl28,Ackr2,nan,Secreted Signaling
333,Ccl27b,Ackr2,nan,Secreted Signaling
334,Ccl22,Dpp4,nan,Secreted Signaling
335,Ccl22,Ccr4,nan,Secreted Signaling
336,Wnt7a,Ldlr,nan,Secreted Signaling
337,Nrg2,Erbb3,nan,Secreted Signaling
338,Nrg2,Erbb4,nan,Secreted Signaling
339,Vegfa,Nrp1,nan,Secreted Signaling
340,Pgf,Nrp1,nan,Secreted Signaling
341,Vegfb,Nrp1,nan,Secreted Signaling
342,Sema3a,Nrp1,nan,Secreted Signaling
343,Tnfsf11,Tnfrsf11a,nan,Secreted Signaling
344,Mstn,Tgfbr1_Acvr2a,nan,Secreted Signaling
345,Mstn,Tgfbr1_Acvr2b,nan,Secreted Signaling
346,Tnfsf13,Tnfrsf13b,nan,Secreted Signaling
347,Cd70,Tnfrsf13b,nan,Secreted Signaling
348,Tnfsf13b,Tnfrsf13b,nan,Secreted Signaling
349,Ereg,Egfr,nan,Secreted Signaling
350,Ereg,Erbb4,nan,Secreted Signaling
351,Ptn,Plxnb2,nan,Secreted Signaling
352,Plxnb2,Sema4d,nan,Cell-Cell Contact
353,Plxnb2,Sema4c,nan,Cell-Cell Contact
354,Plxnb2,Sema4g,nan,Cell-Cell Contact
355,Sema3e,Plxnd1,nan,Secreted Signaling
356,Angpt2,Tek,nan,Secreted Signaling
357,Ephb6,Efnb2,nan,Secreted Signaling
358,Ephb6,Efnb1,nan,Cell-Cell Contact
359,Ephb6,Efnb3,nan,Secreted Signaling
360,Vgf,Ntrk1,nan,Secreted Signaling
361,Psap,Gpr37,nan,Secreted Signaling
362,Il16,Grin2d,nan,Secreted Signaling
363,Ccl25,Ccr9,nan,Secreted Signaling
364,Ccl25,Ackr4,nan,Secreted Signaling
365,Fgf10,Fgfr2,nan,Secreted Signaling
366,Bmp10,Ffar2,nan,Secreted Signaling
367,Tnf,Ffar2,nan,Secreted Signaling
368,Fam3c,Ffar2,nan,Secreted Signaling
369,Plxnb1,Sema4d,nan,Secreted Signaling
370,Dhh,Ptch1_Boc,nan,Secreted Signaling
371,Dhh,Ptch1_Cdon,nan,Secreted Signaling
372,Dhh,Ptch1_Gas1,nan,Secreted Signaling
373,Tnfsf12,Tnfrsf25,nan,Secreted Signaling
374,Tnfsf12,Tnfrsf12a,nan,Secreted Signaling
375,Tnfsf14,Ltbr,nan,Secreted Signaling
376,Tnfsf14,Tnfrsf14,nan,Secreted Signaling
377,Hcrt,Hcrtr1,nan,Secreted Signaling
378,Hcrt,Hcrtr2,nan,Secreted Signaling
379,Tyrobp,Cd44,nan,Cell-Cell Contact
380,Vegfd,Flt4,nan,Secreted Signaling
381,Vegfd,Kdr,nan,Secreted Signaling
382,Efna2,Epha1,nan,Cell-Cell Contact
383,Efna2,Epha2,nan,Cell-Cell Contact
384,Efna2,Epha3,nan,Cell-Cell Contact
385,Efna2,Epha8,nan,Cell-Cell Contact
386,Efna2,Epha5,nan,Cell-Cell Contact
387,Efna2,Epha4,nan,Cell-Cell Contact
388,Efna2,Epha7,nan,Cell-Cell Contact
389,Cxcl13,Cxcr5,nan,Secreted Signaling
390,Cxcl13,Ackr4,nan,Secreted Signaling
391,Fgf17,Fgfr2,nan,Secreted Signaling
392,Fgf17,Fgfr3,nan,Secreted Signaling
393,Gdf9,Tgfbr1_Bmpr2,nan,Secreted Signaling
394,Vegfa,Nrp2,nan,Secreted Signaling
395,Pgf,Nrp2,nan,Secreted Signaling
396,Sema3f,Nrp2,nan,Secreted Signaling
397,Sema3c,Nrp2,nan,Secreted Signaling
398,Plxnc1,Sema7a,nan,Cell-Cell Contact
399,Pspn,Ret_Gfra4,nan,Secreted Signaling
400,Psap,Gpr37l1,nan,Secreted Signaling
401,Adm,Ramp3,nan,Secreted Signaling
402,Slit1,Robo1,nan,Secreted Signaling
403,Icosl,Icos,nan,Cell-Cell Contact
404,Dkk1,Lrp5,nan,Secreted Signaling
405,Sostdc1,Lrp5,nan,Secreted Signaling
406,Sema7a,Itgb1_Itga1,nan,Cell-Cell Contact
407,Cyp11a1_Fdx2_Fdx1_Fdxr,Nr1i2,nan,Secreted Signaling
408,Rspo4,Lgr5,nan,Secreted Signaling
409,Rspo1,Lgr5,nan,Secreted Signaling
410,Rspo2,Lgr5,nan,Secreted Signaling
411,Rspo3,Lgr5,nan,Secreted Signaling
412,Tnfrsf21,App,nan,Cell-Cell Contact
413,Dkk1,Lrp6,nan,Secreted Signaling
414,Sostdc1,Lrp6,nan,Secreted Signaling
415,Dkk2,Lrp6,nan,Secreted Signaling
416,Ren1,Atp6ap2,nan,Secreted Signaling
417,Tnfsf13,Tnfrsf1a,nan,Secreted Signaling
418,Tnfsf13,Fas,nan,Secreted Signaling
419,Tnfsf13,Tnfrsf17,nan,Secreted Signaling
420,Tnfsf13,Tnfrsf14,nan,Secreted Signaling
421,Fgf18,Fgfr2,nan,Secreted Signaling
422,Fgf18,Fgfr3,nan,Secreted Signaling
423,Slit2,Robo2,nan,Secreted Signaling
424,Slit2,Robo1,nan,Secreted Signaling
425,Tnfsf15,Tnfrsf25,nan,Secreted Signaling
426,Ntn1,Unc5c,nan,Secreted Signaling
427,Ddc,Htr3b,nan,Secreted Signaling
428,Gdf11,Antxr1,nan,Secreted Signaling
429,Gdf11,Tgfbr1_Acvr2a,nan,Secreted Signaling
430,Gdf11,Tgfbr1_Acvr2b,nan,Secreted Signaling
431,Bmp10,Gpr152,nan,Secreted Signaling
432,Bmp10,Vsir,nan,Secreted Signaling
433,Uts2,Uts2r,nan,Secreted Signaling
434,Ntn1,Dcc,nan,Secreted Signaling
435,Ntn1,Unc5a,nan,Secreted Signaling
436,Ntn1,Unc5b,nan,Secreted Signaling
437,Cxcl14,Cxcr4,nan,Secreted Signaling
438,Crtam,Cadm1,nan,Cell-Cell Contact
439,Fgf15,Nr1h4,nan,Secreted Signaling
440,Ccl5,Gpr75,nan,Secreted Signaling
441,Cer1,Mrc2,nan,Secreted Signaling
442,Cd160,Tnfrsf14,nan,Cell-Cell Contact
443,Osm,Osmr_Il6st,nan,Secreted Signaling
444,Egf,Egfr,nan,Secreted Signaling
445,Tgfa,Egfr,nan,Secreted Signaling
446,Tgfb1,Egfr,nan,Secreted Signaling
447,Mif,Egfr,nan,Secreted Signaling
448,Areg,Egfr,nan,Secreted Signaling
449,Cntf,Egfr,nan,Secreted Signaling
450,Grn,Egfr,nan,Secreted Signaling
451,Btc,Egfr,nan,Secreted Signaling
452,Copa,Egfr,nan,Secreted Signaling
453,Epgn,Egfr,nan,Secreted Signaling
454,Hbegf,Egfr,nan,Secreted Signaling
455,F2,Thbd,nan,Secreted Signaling
456,F2,Itga2b_Itgb3,nan,Secreted Signaling
457,F2,Itgav_Itgb3,nan,Secreted Signaling
458,F10,Itgb2_Itgam,nan,Secreted Signaling
459,Plg,Itga2b_Itgb3,nan,Secreted Signaling
460,Plau,Plaur,nan,Secreted Signaling
461,Agt,Agtr1a,nan,Secreted Signaling
462,Agt,Agtr2,nan,Secreted Signaling
463,C3,C3ar1,nan,Secreted Signaling
464,C3,C5ar2,nan,Secreted Signaling
465,C3,Itgb2_Itgam,nan,Secreted Signaling
466,Hc,C5ar1,nan,Secreted Signaling
467,Hc,C5ar2,nan,Secreted Signaling
