,0,1,2,3
123,fgf18a,fgfr1a,FGF,Secreted Signaling
124,fgf18a,fgfr1bl,FGF,Secreted Signaling
125,fgf18a,fgfr1b,FGF,Secreted Signaling
126,fgf18b,fgfr1a,FGF,Secreted Signaling
127,fgf18b,fgfr1bl,FGF,Secreted Signaling
128,fgf18b,fgfr1b,FGF,Secreted Signaling
129,fgf18a,fgfr2,FGF,Secreted Signaling
130,fgf18b,fgfr2,FGF,Secreted Signaling
131,fgf18a,fgfr3,FGF,Secreted Signaling
132,fgf18b,fgfr3,FGF,Secreted Signaling
133,fgf20a,fgfr1a,FGF,Secreted Signaling
134,fgf20a,fgfr1bl,FGF,Secreted Signaling
135,fgf20a,fgfr1b,FGF,Secreted Signaling
136,fgf20b,fgfr1a,FGF,Secreted Signaling
137,fgf20b,fgfr1bl,FGF,Secreted Signaling
138,fgf20b,fgfr1b,FGF,Secreted Signaling
139,fgf20a,fgfr2,FGF,Secreted Signaling
140,fgf20b,fgfr2,FGF,Secreted Signaling
141,fgf20a,fgfr3,FGF,Secreted Signaling
142,fgf20b,fgfr3,FGF,Secreted Signaling
143,fgf16,fgfr1a,FGF,Secreted Signaling
144,fgf16,fgfr1bl,FGF,Secreted Signaling
145,fgf16,fgfr1b,FGF,Secreted Signaling
146,fgf16,fgfr2,FGF,Secreted Signaling
147,fgf16,fgfr3,FGF,Secreted Signaling
148,fgf19,fgfr1a,FGF,Secreted Signaling
149,fgf19,fgfr1bl,FGF,Secreted Signaling
150,fgf19,fgfr1b,FGF,Secreted Signaling
151,fgf19,fgfr2,FGF,Secreted Signaling
152,fgf19,fgfr3,FGF,Secreted Signaling
153,fgf23,fgfr1a,FGF,Secreted Signaling
154,fgf23,fgfr1bl,FGF,Secreted Signaling
155,fgf23,fgfr1b,FGF,Secreted Signaling
156,fgf23,fgfr3,FGF,Secreted Signaling
157,pdgfab,pdgfra,PDGF,Secreted Signaling
158,pdgfaa,pdgfra,PDGF,Secreted Signaling
159,pdgfab,pdgfrb,PDGF,Secreted Signaling
160,pdgfaa,pdgfrb,PDGF,Secreted Signaling
161,pdgfbb,pdgfra,PDGF,Secreted Signaling
162,pdgfba,pdgfra,PDGF,Secreted Signaling
163,pdgfbb,pdgfrb,PDGF,Secreted Signaling
164,pdgfba,pdgfrb,PDGF,Secreted Signaling
165,pdgfc,pdgfra,PDGF,Secreted Signaling
166,pdgfd,pdgfrb,PDGF,Secreted Signaling
167,vegfaa,flt1,VEGF,Secreted Signaling
168,vegfab,flt1,VEGF,Secreted Signaling
169,vegfaa,kdr,VEGF,Secreted Signaling
170,vegfab,kdr,VEGF,Secreted Signaling
171,vegfbb,flt1,VEGF,Secreted Signaling
172,vegfba,flt1,VEGF,Secreted Signaling
173,vegfc,flt4,VEGF,Secreted Signaling
174,vegfc,kdr,VEGF,Secreted Signaling
175,vegfd,flt4,VEGF,Secreted Signaling
176,vegfd,kdr,VEGF,Secreted Signaling
177,pgfb,flt1,VEGF,Secreted Signaling
178,igf1,igf1ra,IGF,Secreted Signaling
179,igf1,igf1rb,IGF,Secreted Signaling
180,igf2b,igf1ra,IGF,Secreted Signaling
181,igf2b,igf1rb,IGF,Secreted Signaling
182,igf2a,igf1ra,IGF,Secreted Signaling
183,igf2a,igf1rb,IGF,Secreted Signaling
184,igf2b,igf2r,IGF,Secreted Signaling
185,igf2a,igf2r,IGF,Secreted Signaling
186,ins,insrb,INSULIN,Secreted Signaling
187,ins,insra,INSULIN,Secreted Signaling
188,insb,insrb,INSULIN,Secreted Signaling
189,insb,insra,INSULIN,Secreted Signaling
190,ins,insrb,INSULIN,Secreted Signaling
191,ins,insra,INSULIN,Secreted Signaling
192,insb,insrb,INSULIN,Secreted Signaling
193,insb,insra,INSULIN,Secreted Signaling
194,apln,aplnr2,APELIN,Secreted Signaling
195,ccl27a,ccr10,CCL,Secreted Signaling
196,ccl27b,ccr10,CCL,Secreted Signaling
197,ccl27a,ccr10,CCL,Secreted Signaling
198,ccl27b,ccr10,CCL,Secreted Signaling
199,ccl27a,ccr10,CCL,Secreted Signaling
200,ccl27b,ccr10,CCL,Secreted Signaling
201,ccl38.1,ackr4b,CCL,Secreted Signaling
202,ccl38.1,ackr4a,CCL,Secreted Signaling
203,ccl38.6,ackr4b,CCL,Secreted Signaling
204,ccl38.6,ackr4a,CCL,Secreted Signaling
205,ccl38a.5,ackr4b,CCL,Secreted Signaling
206,ccl38a.5,ackr4a,CCL,Secreted Signaling
207,ccl38a.4,ackr4b,CCL,Secreted Signaling
208,ccl38a.4,ackr4a,CCL,Secreted Signaling
209,cxcl18b,cxcr2,CXCL,Secreted Signaling
210,cxcl20,cxcr2,CXCL,Secreted Signaling
211,cxcl11.8,cxcr3.3,CXCL,Secreted Signaling
212,cxcl11.8,cxcr3.1,CXCL,Secreted Signaling
213,cxcl11.6,cxcr3.3,CXCL,Secreted Signaling
214,cxcl11.6,cxcr3.1,CXCL,Secreted Signaling
215,cxcl11.7,cxcr3.3,CXCL,Secreted Signaling
216,cxcl11.7,cxcr3.1,CXCL,Secreted Signaling
217,cxcl11.5,cxcr3.3,CXCL,Secreted Signaling
218,cxcl11.5,cxcr3.1,CXCL,Secreted Signaling
219,cxcl12b,cxcr4a,CXCL,Secreted Signaling
220,cxcl12b,cxcr4b,CXCL,Secreted Signaling
221,cxcl12a,cxcr4a,CXCL,Secreted Signaling
222,cxcl12a,cxcr4b,CXCL,Secreted Signaling
223,cxcl12b,ackr3b,CXCL,Secreted Signaling
224,cxcl12b,ackr3a,CXCL,Secreted Signaling
225,cxcl12a,ackr3b,CXCL,Secreted Signaling
226,cxcl12a,ackr3a,CXCL,Secreted Signaling
227,mif,ackr3b,MIF,Secreted Signaling
228,mif,ackr3a,MIF,Secreted Signaling
229,ccl38.1,ccr11.1,CX3C,Secreted Signaling
230,ccl38.1,ccr2,CX3C,Secreted Signaling
231,ccl38.6,ccr11.1,CX3C,Secreted Signaling
232,ccl38.6,ccr2,CX3C,Secreted Signaling
233,ccl38a.5,ccr11.1,CX3C,Secreted Signaling
234,ccl38a.5,ccr2,CX3C,Secreted Signaling
235,ccl38a.4,ccr11.1,CX3C,Secreted Signaling
236,ccl38a.4,ccr2,CX3C,Secreted Signaling
237,csf1b,si:zfos-1069f5.1,CSF,Secreted Signaling
238,csf1b,csf1ra,CSF,Secreted Signaling
239,csf1b,csf1rb,CSF,Secreted Signaling
240,csf1a,si:zfos-1069f5.1,CSF,Secreted Signaling
241,csf1a,csf1ra,CSF,Secreted Signaling
242,csf1a,csf1rb,CSF,Secreted Signaling
243,il16,cd4-1,IL16,Secreted Signaling
244,il16,dicp3.3,IL16,Secreted Signaling
245,il16,dicp2.1,IL16,Secreted Signaling
246,il16,dicp2.2,IL16,Secreted Signaling
247,il16,si:ch73-322b17.4,IL16,Secreted Signaling
248,il16,si:ch73-34h11.1,IL16,Secreted Signaling
249,il16,dicp3.1,IL16,Secreted Signaling
250,il16,zmp:0000000608,IL16,Secreted Signaling
251,il16,dicp1.3-4,IL16,Secreted Signaling
252,il16,dicp1.16,IL16,Secreted Signaling
253,epoa,il4r.1,EPO,Secreted Signaling
254,epoa,epor,EPO,Secreted Signaling
255,epoa,il4r.2,EPO,Secreted Signaling
256,epob,il4r.1,EPO,Secreted Signaling
257,epob,epor,EPO,Secreted Signaling
258,epob,il4r.2,EPO,Secreted Signaling
259,gh1,ghrb,GH,Secreted Signaling
260,gh1,ghra,GH,Secreted Signaling
261,gh1,il11ra,GH,Secreted Signaling
262,gh1,il6r,GH,Secreted Signaling
263,prl,prlra,PRL,Secreted Signaling
264,prl,prlrb,PRL,Secreted Signaling
265,thpo,mpl,THPO,Secreted Signaling
266,csf3b,csf3r,CSF3,Secreted Signaling
267,csf3a,csf3r,CSF3,Secreted Signaling
268,tnfb,si:ch211-112c15.8,TNF,Secreted Signaling
269,tnfa,si:ch211-112c15.8,TNF,Secreted Signaling
270,tnfb,cd40,TNF,Secreted Signaling
271,tnfb,tnfrsf11a,TNF,Secreted Signaling
272,tnfb,tnfrsf1b,TNF,Secreted Signaling
273,tnfa,cd40,TNF,Secreted Signaling
274,tnfa,tnfrsf11a,TNF,Secreted Signaling
275,tnfa,tnfrsf1b,TNF,Secreted Signaling
276,tnfb,si:ch211-112c15.8,LT,Secreted Signaling
277,tnfa,si:ch211-112c15.8,LT,Secreted Signaling
278,tnfb,cd40,LT,Secreted Signaling
279,tnfb,tnfrsf11a,LT,Secreted Signaling
280,tnfb,tnfrsf1b,LT,Secreted Signaling
281,tnfa,cd40,LT,Secreted Signaling
282,tnfa,tnfrsf11a,LT,Secreted Signaling
283,tnfa,tnfrsf1b,LT,Secreted Signaling
284,tnfb,cd40,LT,Secreted Signaling
285,tnfb,tnfrsfa,LT,Secreted Signaling
286,tnfb,nradd,LT,Secreted Signaling
287,tnfb,tnfrsf11a,LT,Secreted Signaling
288,tnfb,hdr,LT,Secreted Signaling
289,tnfb,tnfrsf1b,LT,Secreted Signaling
290,tnfa,cd40,LT,Secreted Signaling
291,tnfa,tnfrsfa,LT,Secreted Signaling
292,tnfa,nradd,LT,Secreted Signaling
293,tnfa,tnfrsf11a,LT,Secreted Signaling
294,tnfa,hdr,LT,Secreted Signaling
295,tnfa,tnfrsf1b,LT,Secreted Signaling
296,tnfsf14,cd40,LIGHT,Secreted Signaling
297,tnfsf14,tnfrsfa,LIGHT,Secreted Signaling
298,tnfsf14,nradd,LIGHT,Secreted Signaling
299,tnfsf14,tnfrsf11a,LIGHT,Secreted Signaling
300,tnfsf14,hdr,LIGHT,Secreted Signaling
301,tnfsf14,tnfrsf1b,LIGHT,Secreted Signaling
302,tnfsf14,cd40,LIGHT,Secreted Signaling
303,tnfsf14,tnfrsfa,LIGHT,Secreted Signaling
304,tnfsf14,nradd,LIGHT,Secreted Signaling
305,tnfsf14,tnfrsf11a,LIGHT,Secreted Signaling
306,tnfsf14,hdr,LIGHT,Secreted Signaling
307,tnfsf14,tnfrsf1b,LIGHT,Secreted Signaling
308,tnfsf10,cd40,TRAIL,Secreted Signaling
309,tnfsf10,tnfrsfa,TRAIL,Secreted Signaling
310,tnfsf10,nradd,TRAIL,Secreted Signaling
311,tnfsf10,tnfrsf11a,TRAIL,Secreted Signaling
312,tnfsf10,hdr,TRAIL,Secreted Signaling
313,tnfsf10,tnfrsf1b,TRAIL,Secreted Signaling
314,eda,edar,EDA,Secreted Signaling
315,ngfa,ngfrb,NGF,Secreted Signaling
316,ngfa,ngfra,NGF,Secreted Signaling
317,ngfb,ngfrb,NGF,Secreted Signaling
318,ngfb,ngfra,NGF,Secreted Signaling
319,tnfsf11,cd40,RANKL,Secreted Signaling
320,tnfsf11,tnfrsfa,RANKL,Secreted Signaling
321,tnfsf11,tnfrsf11a,RANKL,Secreted Signaling
322,tnfsf11,hdr,RANKL,Secreted Signaling
323,tnfsf11,tnfrsf1b,RANKL,Secreted Signaling
324,adipoqb,adipor1a,ADIPONECTIN,Secreted Signaling
325,adipoqb,adipor1b,ADIPONECTIN,Secreted Signaling
326,adipoqa,adipor1a,ADIPONECTIN,Secreted Signaling
327,adipoqa,adipor1b,ADIPONECTIN,Secreted Signaling
328,adipoqb,adipor2,ADIPONECTIN,Secreted Signaling
329,adipoqa,adipor2,ADIPONECTIN,Secreted Signaling
330,nampta,insrb,VISFATIN,Secreted Signaling
331,nampta,insra,VISFATIN,Secreted Signaling
332,si:dkey-145c18.3,insrb,VISFATIN,Secreted Signaling
333,si:dkey-145c18.3,insra,VISFATIN,Secreted Signaling
334,si:dkey-145c18.2,insrb,VISFATIN,Secreted Signaling
335,si:dkey-145c18.2,insra,VISFATIN,Secreted Signaling
336,angptl4,cdh11,ANGPTL,Secreted Signaling
337,angptl4,sdc2,ANGPTL,Secreted Signaling
338,angptl4,sdc4,ANGPTL,Secreted Signaling
339,angpt1,tek,ANGPT,Secreted Signaling
340,angpt2a,tek,ANGPT,Secreted Signaling
341,mdkb,sdc2,MK,Secreted Signaling
342,mdka,sdc2,MK,Secreted Signaling
343,mdkb,sdc4,MK,Secreted Signaling
344,mdka,sdc4,MK,Secreted Signaling
345,mdkb,ptprz1a,MK,Secreted Signaling
346,mdka,ptprz1a,MK,Secreted Signaling
347,mdkb,lrp1ab,MK,Secreted Signaling
348,mdkb,lrp1aa,MK,Secreted Signaling
349,mdka,lrp1ab,MK,Secreted Signaling
350,mdka,lrp1aa,MK,Secreted Signaling
351,mdkb,alk,MK,Secreted Signaling
352,mdka,alk,MK,Secreted Signaling
353,ptn,ptprz1a,PTN,Secreted Signaling
354,ptn,sdc2,PTN,Secreted Signaling
355,ptn,sdc4,PTN,Secreted Signaling
356,ptn,alk,PTN,Secreted Signaling
357,agt,agtr1b,AGT,Secreted Signaling
358,agt,agtr1a,AGT,Secreted Signaling
359,agt,agtr1b,AGT,Secreted Signaling
360,agt,agtr1a,AGT,Secreted Signaling
361,nmbb,nmbr,GPR,Secreted Signaling
362,nmba,nmbr,GPR,Secreted Signaling
363,c3a.5,csmd2,COMPLEMENT,Secreted Signaling
364,c3b.2,csmd2,COMPLEMENT,Secreted Signaling
365,c3a.1,csmd2,COMPLEMENT,Secreted Signaling
366,c3b.1,csmd2,COMPLEMENT,Secreted Signaling
367,c3a.2,csmd2,COMPLEMENT,Secreted Signaling
368,c3a.3,csmd2,COMPLEMENT,Secreted Signaling
369,c3a.4,csmd2,COMPLEMENT,Secreted Signaling
370,c3a.6,csmd2,COMPLEMENT,Secreted Signaling
371,c4b,csmd2,COMPLEMENT,Secreted Signaling
372,ccka,si:dkey-1h24.2,CCK,Secreted Signaling
373,cckb,si:dkey-1h24.2,CCK,Secreted Signaling
374,edn2,ednrab,EDN,Secreted Signaling
375,edn2,ednraa,EDN,Secreted Signaling
376,edn3b,ednrab,EDN,Secreted Signaling
377,edn3b,ednraa,EDN,Secreted Signaling
378,edn2,ednrba,EDN,Secreted Signaling
379,edn3b,ednrba,EDN,Secreted Signaling
380,galn,galr1a,GALANIN,Secreted Signaling
381,galn,galr2a,GALANIN,Secreted Signaling
382,galn,galr2b,GALANIN,Secreted Signaling
383,kiss1,kiss1rb,KISS1,Secreted Signaling
384,pomca,mc1r,MELANOCORTIN,Secreted Signaling
385,pomcb,mc1r,MELANOCORTIN,Secreted Signaling
386,pomca,mc2r,MELANOCORTIN,Secreted Signaling
387,pomcb,mc2r,MELANOCORTIN,Secreted Signaling
388,pomca,mc3r,MELANOCORTIN,Secreted Signaling
389,pomcb,mc3r,MELANOCORTIN,Secreted Signaling
390,pomca,mc4r,MELANOCORTIN,Secreted Signaling
391,pomcb,mc4r,MELANOCORTIN,Secreted Signaling
392,pomca,mc5rb,MELANOCORTIN,Secreted Signaling
393,pomca,mc5ra,MELANOCORTIN,Secreted Signaling
394,pomcb,mc5rb,MELANOCORTIN,Secreted Signaling
395,pomcb,mc5ra,MELANOCORTIN,Secreted Signaling
396,nmu,nmur1a,NMU,Secreted Signaling
397,nmu,nmur1b,NMU,Secreted Signaling
398,npffl,npffr1,NPFF,Secreted Signaling
399,npffl,npffr2b,NPFF,Secreted Signaling
400,npy,npy2rl,NPY,Secreted Signaling
401,npy,npy2r,NPY,Secreted Signaling
402,npy,si:dkey-27p18.2,NPY,Secreted Signaling
403,pyyb,npy2rl,NPY,Secreted Signaling
404,pyyb,npy2r,NPY,Secreted Signaling
405,pyya,npy2rl,NPY,Secreted Signaling
406,pyya,npy2r,NPY,Secreted Signaling
407,pyyb,si:dkey-27p18.2,NPY,Secreted Signaling
408,pyya,si:dkey-27p18.2,NPY,Secreted Signaling
409,nts,ntsr1,NTS,Secreted Signaling
410,pdyn,oprd1a,OPIOID,Secreted Signaling
411,pdyn,oprd1b,OPIOID,Secreted Signaling
412,pdyn,oprk1,OPIOID,Secreted Signaling
413,pdyn,oprl1,OPIOID,Secreted Signaling
414,pdyn,oprm1,OPIOID,Secreted Signaling
415,penkb,oprd1a,OPIOID,Secreted Signaling
416,penkb,oprd1b,OPIOID,Secreted Signaling
417,penka,oprd1a,OPIOID,Secreted Signaling
418,penka,oprd1b,OPIOID,Secreted Signaling
419,penkb,oprk1,OPIOID,Secreted Signaling
420,penka,oprk1,OPIOID,Secreted Signaling
421,penkb,oprl1,OPIOID,Secreted Signaling
422,penka,oprl1,OPIOID,Secreted Signaling
423,penkb,oprm1,OPIOID,Secreted Signaling
424,penka,oprm1,OPIOID,Secreted Signaling
425,pomca,oprd1a,OPIOID,Secreted Signaling
426,pomca,oprd1b,OPIOID,Secreted Signaling
427,pomcb,oprd1a,OPIOID,Secreted Signaling
428,pomcb,oprd1b,OPIOID,Secreted Signaling
429,pomca,oprk1,OPIOID,Secreted Signaling
430,pomcb,oprk1,OPIOID,Secreted Signaling
431,pomca,oprl1,OPIOID,Secreted Signaling
432,pomcb,oprl1,OPIOID,Secreted Signaling
433,pomca,oprm1,OPIOID,Secreted Signaling
434,pomcb,oprm1,OPIOID,Secreted Signaling
435,hcrt,hcrtr2,HCRT,Secreted Signaling
436,avp,oxtr,OXT,Secreted Signaling
437,avp,oxtrl,OXT,Secreted Signaling
438,oxt,oxtr,OXT,Secreted Signaling
439,oxt,oxtrl,OXT,Secreted Signaling
440,sst1.2,sstr1a,SEMATOSTATIN,Secreted Signaling
441,sst1.1,sstr1a,SEMATOSTATIN,Secreted Signaling
442,sst1.2,sstr2a,SEMATOSTATIN,Secreted Signaling
443,sst1.2,sstr2b,SEMATOSTATIN,Secreted Signaling
444,sst1.1,sstr2a,SEMATOSTATIN,Secreted Signaling
445,sst1.1,sstr2b,SEMATOSTATIN,Secreted Signaling
446,sst1.2,sstr5,SEMATOSTATIN,Secreted Signaling
447,sst1.1,sstr5,SEMATOSTATIN,Secreted Signaling
448,sst1.2,si:zfos-169g10.2,SEMATOSTATIN,Secreted Signaling
449,sst1.2,sstr3,SEMATOSTATIN,Secreted Signaling
450,sst1.1,si:zfos-169g10.2,SEMATOSTATIN,Secreted Signaling
451,sst1.1,sstr3,SEMATOSTATIN,Secreted Signaling
452,cenps,sstr1a,SEMATOSTATIN,Secreted Signaling
453,cenps,sstr2a,SEMATOSTATIN,Secreted Signaling
454,cenps,sstr2b,SEMATOSTATIN,Secreted Signaling
455,cenps,sstr5,SEMATOSTATIN,Secreted Signaling
456,cenps,si:zfos-169g10.2,SEMATOSTATIN,Secreted Signaling
457,cenps,sstr3,SEMATOSTATIN,Secreted Signaling
458,tac1,tacr1b,TAC,Secreted Signaling
459,tac1,tacr1a,TAC,Secreted Signaling
460,tac1,tacr2,TAC,Secreted Signaling
461,tac3a,tacr3l,TAC,Secreted Signaling
462,tac3a,tacr3a,TAC,Secreted Signaling
463,avp,avpr2ab,AVP,Secreted Signaling
464,avp,avpr2aa,AVP,Secreted Signaling
465,oxt,avpr2ab,AVP,Secreted Signaling
466,oxt,avpr2aa,AVP,Secreted Signaling
467,avp,avpr1aa,AVP,Secreted Signaling
468,avp,avpr1ab,AVP,Secreted Signaling
469,oxt,avpr1aa,AVP,Secreted Signaling
470,oxt,avpr1ab,AVP,Secreted Signaling
471,prlh2,si:dkey-202l22.3,PRLH,Secreted Signaling
472,plg,si:ch211-132p1.2,PARs,Secreted Signaling
473,plg,pard3ab,PARs,Secreted Signaling
474,pmch,mchr1a,PMCH,Secreted Signaling
475,pmch,mchr1b,PMCH,Secreted Signaling
476,pmchl,mchr1a,PMCH,Secreted Signaling
477,pmchl,mchr1b,PMCH,Secreted Signaling
478,adcyap1a,adcyap1r1a,PACAP,Secreted Signaling
479,vipb,vipr1b,VIP,Secreted Signaling
480,vip,vipr1b,VIP,Secreted Signaling
481,vipb,vipr2,VIP,Secreted Signaling
482,vip,vipr2,VIP,Secreted Signaling
483,nppa,npr2,NPR1,Secreted Signaling
484,nppb,npr2,NPR1,Secreted Signaling
485,nppc,npr1a,NPR2,Secreted Signaling
486,nppc,npr1b,NPR2,Secreted Signaling
487,kitlga,kitb,KIT,Secreted Signaling
488,kitlga,kita,KIT,Secreted Signaling
489,kitlgb,kitb,KIT,Secreted Signaling
490,kitlgb,kita,KIT,Secreted Signaling
491,cga,fshr,FSH,Secreted Signaling
492,fshb,lhcgr,LHB,Secreted Signaling
493,lhb,lhcgr,LHB,Secreted Signaling
494,cga,lhcgr,LHB,Secreted Signaling
495,tshba,tshr,TSH,Secreted Signaling
496,cga,tshr,TSH,Secreted Signaling
497,bdnf,ntrk2a,NT,Secreted Signaling
498,ngfa,ntrk1,NT,Secreted Signaling
499,ngfb,ntrk1,NT,Secreted Signaling
500,ntf3,ntrk1,NT,Secreted Signaling
501,ntf3,ntrk2a,NT,Secreted Signaling
502,ntf3,ntrk3a,NT,Secreted Signaling
503,ntf3,ntrk3b,NT,Secreted Signaling
504,sema3c,plxnd1,SEMA3,Secreted Signaling
505,sema3e,plxnd1,SEMA3,Secreted Signaling
506,adma,calcr,CALCR,Secreted Signaling
507,admb,calcr,CALCR,Secreted Signaling
508,adma,calcrlb,CALCR,Secreted Signaling
509,admb,calcrlb,CALCR,Secreted Signaling
