,0,1,2,3
177,Wnt16,Fzd6_Lrp5,WNT,Secreted Signaling
178,Wnt16,Fzd7_Lrp5,WNT,Secreted Signaling
179,Wnt16,Fzd8_Lrp5,WNT,Secreted Signaling
180,Wnt16,Fzd9_Lrp5,WNT,Secreted Signaling
181,Wnt2,Fzd1_Lrp5,WNT,Secreted Signaling
182,Wnt2,Fzd10_Lrp5,WNT,Secreted Signaling
183,Wnt2,Fzd2_Lrp5,WNT,Secreted Signaling
184,Wnt2,Fzd3_Lrp5,WNT,Secreted Signaling
185,Wnt2,Fzd4_Lrp5,WNT,Secreted Signaling
186,Wnt2,Fzd5_Lrp5,WNT,Secreted Signaling
187,Wnt2,Fzd6_Lrp5,WNT,Secreted Signaling
188,Wnt2,Fzd7_Lrp5,WNT,Secreted Signaling
189,Wnt2,Fzd8_Lrp5,WNT,Secreted Signaling
190,Wnt2,Fzd9_Lrp5,WNT,Secreted Signaling
191,Wnt2b,Fzd1_Lrp5,WNT,Secreted Signaling
192,Wnt2b,Fzd10_Lrp5,WNT,Secreted Signaling
193,Wnt2b,Fzd2_Lrp5,WNT,Secreted Signaling
194,Wnt2b,Fzd3_Lrp5,WNT,Secreted Signaling
195,Wnt2b,Fzd4_Lrp5,WNT,Secreted Signaling
196,Wnt2b,Fzd5_Lrp5,WNT,Secreted Signaling
197,Wnt2b,Fzd6_Lrp5,WNT,Secreted Signaling
198,Wnt2b,Fzd7_Lrp5,WNT,Secreted Signaling
199,Wnt2b,Fzd8_Lrp5,WNT,Secreted Signaling
200,Wnt2b,Fzd9_Lrp5,WNT,Secreted Signaling
201,Wnt3,Fzd1_Lrp5,WNT,Secreted Signaling
202,Wnt3,Fzd10_Lrp5,WNT,Secreted Signaling
203,Wnt3,Fzd2_Lrp5,WNT,Secreted Signaling
204,Wnt3,Fzd3_Lrp5,WNT,Secreted Signaling
205,Wnt3,Fzd4_Lrp5,WNT,Secreted Signaling
206,Wnt3,Fzd5_Lrp5,WNT,Secreted Signaling
207,Wnt3,Fzd6_Lrp5,WNT,Secreted Signaling
208,Wnt3,Fzd7_Lrp5,WNT,Secreted Signaling
209,Wnt3,Fzd8_Lrp5,WNT,Secreted Signaling
210,Wnt3,Fzd9_Lrp5,WNT,Secreted Signaling
211,Wnt3a,Fzd1_Lrp5,WNT,Secreted Signaling
212,Wnt3a,Fzd10_Lrp5,WNT,Secreted Signaling
213,Wnt3a,Fzd2_Lrp5,WNT,Secreted Signaling
214,Wnt3a,Fzd3_Lrp5,WNT,Secreted Signaling
215,Wnt3a,Fzd4_Lrp5,WNT,Secreted Signaling
216,Wnt3a,Fzd5_Lrp5,WNT,Secreted Signaling
217,Wnt3a,Fzd6_Lrp5,WNT,Secreted Signaling
218,Wnt3a,Fzd7_Lrp5,WNT,Secreted Signaling
219,Wnt3a,Fzd8_Lrp5,WNT,Secreted Signaling
220,Wnt3a,Fzd9_Lrp5,WNT,Secreted Signaling
221,Wnt4,Fzd1_Lrp5,WNT,Secreted Signaling
222,Wnt4,Fzd10_Lrp5,WNT,Secreted Signaling
223,Wnt4,Fzd2_Lrp5,WNT,Secreted Signaling
224,Wnt4,Fzd3_Lrp5,WNT,Secreted Signaling
225,Wnt4,Fzd4_Lrp5,WNT,Secreted Signaling
226,Wnt4,Fzd5_Lrp5,WNT,Secreted Signaling
227,Wnt4,Fzd6_Lrp5,WNT,Secreted Signaling
228,Wnt4,Fzd7_Lrp5,WNT,Secreted Signaling
229,Wnt4,Fzd8_Lrp5,WNT,Secreted Signaling
230,Wnt4,Fzd9_Lrp5,WNT,Secreted Signaling
231,Wnt6,Fzd1_Lrp5,WNT,Secreted Signaling
232,Wnt6,Fzd10_Lrp5,WNT,Secreted Signaling
233,Wnt6,Fzd2_Lrp5,WNT,Secreted Signaling
234,Wnt6,Fzd3_Lrp5,WNT,Secreted Signaling
235,Wnt6,Fzd4_Lrp5,WNT,Secreted Signaling
236,Wnt6,Fzd5_Lrp5,WNT,Secreted Signaling
237,Wnt6,Fzd6_Lrp5,WNT,Secreted Signaling
238,Wnt6,Fzd7_Lrp5,WNT,Secreted Signaling
239,Wnt6,Fzd8_Lrp5,WNT,Secreted Signaling
240,Wnt6,Fzd9_Lrp5,WNT,Secreted Signaling
241,Wnt7a,Fzd1_Lrp5,WNT,Secreted Signaling
242,Wnt7a,Fzd10_Lrp5,WNT,Secreted Signaling
243,Wnt7a,Fzd2_Lrp5,WNT,Secreted Signaling
244,Wnt7a,Fzd3_Lrp5,WNT,Secreted Signaling
245,Wnt7a,Fzd4_Lrp5,WNT,Secreted Signaling
246,Wnt7a,Fzd5_Lrp5,WNT,Secreted Signaling
247,Wnt7a,Fzd6_Lrp5,WNT,Secreted Signaling
248,Wnt7a,Fzd7_Lrp5,WNT,Secreted Signaling
249,Wnt7a,Fzd8_Lrp5,WNT,Secreted Signaling
250,Wnt7a,Fzd9_Lrp5,WNT,Secreted Signaling
251,Wnt7b,Fzd1_Lrp5,WNT,Secreted Signaling
252,Wnt7b,Fzd10_Lrp5,WNT,Secreted Signaling
253,Wnt7b,Fzd2_Lrp5,WNT,Secreted Signaling
254,Wnt7b,Fzd3_Lrp5,WNT,Secreted Signaling
255,Wnt7b,Fzd4_Lrp5,WNT,Secreted Signaling
256,Wnt7b,Fzd5_Lrp5,WNT,Secreted Signaling
257,Wnt7b,Fzd6_Lrp5,WNT,Secreted Signaling
258,Wnt7b,Fzd7_Lrp5,WNT,Secreted Signaling
259,Wnt7b,Fzd8_Lrp5,WNT,Secreted Signaling
260,Wnt7b,Fzd9_Lrp5,WNT,Secreted Signaling
261,Wnt8a,Fzd1_Lrp5,WNT,Secreted Signaling
262,Wnt8a,Fzd10_Lrp5,WNT,Secreted Signaling
263,Wnt8a,Fzd2_Lrp5,WNT,Secreted Signaling
264,Wnt8a,Fzd3_Lrp5,WNT,Secreted Signaling
265,Wnt8a,Fzd4_Lrp5,WNT,Secreted Signaling
266,Wnt8a,Fzd5_Lrp5,WNT,Secreted Signaling
267,Wnt8a,Fzd6_Lrp5,WNT,Secreted Signaling
268,Wnt8a,Fzd7_Lrp5,WNT,Secreted Signaling
269,Wnt8a,Fzd8_Lrp5,WNT,Secreted Signaling
270,Wnt8a,Fzd9_Lrp5,WNT,Secreted Signaling
271,Wnt8b,Fzd1_Lrp5,WNT,Secreted Signaling
272,Wnt8b,Fzd10_Lrp5,WNT,Secreted Signaling
273,Wnt8b,Fzd2_Lrp5,WNT,Secreted Signaling
274,Wnt8b,Fzd3_Lrp5,WNT,Secreted Signaling
275,Wnt8b,Fzd4_Lrp5,WNT,Secreted Signaling
276,Wnt8b,Fzd5_Lrp5,WNT,Secreted Signaling
277,Wnt8b,Fzd6_Lrp5,WNT,Secreted Signaling
278,Wnt8b,Fzd7_Lrp5,WNT,Secreted Signaling
279,Wnt8b,Fzd8_Lrp5,WNT,Secreted Signaling
280,Wnt8b,Fzd9_Lrp5,WNT,Secreted Signaling
281,Wnt9a,Fzd1_Lrp5,WNT,Secreted Signaling
282,Wnt9a,Fzd10_Lrp5,WNT,Secreted Signaling
283,Wnt9a,Fzd2_Lrp5,WNT,Secreted Signaling
284,Wnt9a,Fzd3_Lrp5,WNT,Secreted Signaling
285,Wnt9a,Fzd4_Lrp5,WNT,Secreted Signaling
286,Wnt9a,Fzd5_Lrp5,WNT,Secreted Signaling
287,Wnt9a,Fzd6_Lrp5,WNT,Secreted Signaling
288,Wnt9a,Fzd7_Lrp5,WNT,Secreted Signaling
289,Wnt9a,Fzd8_Lrp5,WNT,Secreted Signaling
290,Wnt9a,Fzd9_Lrp5,WNT,Secreted Signaling
291,Wnt9b,Fzd1_Lrp5,WNT,Secreted Signaling
292,Wnt9b,Fzd10_Lrp5,WNT,Secreted Signaling
293,Wnt9b,Fzd2_Lrp5,WNT,Secreted Signaling
294,Wnt9b,Fzd3_Lrp5,WNT,Secreted Signaling
295,Wnt9b,Fzd4_Lrp5,WNT,Secreted Signaling
296,Wnt9b,Fzd5_Lrp5,WNT,Secreted Signaling
297,Wnt9b,Fzd6_Lrp5,WNT,Secreted Signaling
298,Wnt9b,Fzd7_Lrp5,WNT,Secreted Signaling
299,Wnt9b,Fzd8_Lrp5,WNT,Secreted Signaling
300,Wnt9b,Fzd9_Lrp5,WNT,Secreted Signaling
301,Wnt1,Fzd1_Lrp6,WNT,Secreted Signaling
302,Wnt1,Fzd10_Lrp6,WNT,Secreted Signaling
303,Wnt1,Fzd2_Lrp6,WNT,Secreted Signaling
304,Wnt1,Fzd3_Lrp6,WNT,Secreted Signaling
305,Wnt1,Fzd4_Lrp6,WNT,Secreted Signaling
306,Wnt1,Fzd5_Lrp6,WNT,Secreted Signaling
307,Wnt1,Fzd6_Lrp6,WNT,Secreted Signaling
308,Wnt1,Fzd7_Lrp6,WNT,Secreted Signaling
309,Wnt1,Fzd8_Lrp6,WNT,Secreted Signaling
310,Wnt1,Fzd9_Lrp6,WNT,Secreted Signaling
311,Wnt10a,Fzd1_Lrp6,WNT,Secreted Signaling
312,Wnt10a,Fzd10_Lrp6,WNT,Secreted Signaling
313,Wnt10a,Fzd2_Lrp6,WNT,Secreted Signaling
314,Wnt10a,Fzd3_Lrp6,WNT,Secreted Signaling
315,Wnt10a,Fzd4_Lrp6,WNT,Secreted Signaling
316,Wnt10a,Fzd5_Lrp6,WNT,Secreted Signaling
317,Wnt10a,Fzd6_Lrp6,WNT,Secreted Signaling
318,Wnt10a,Fzd7_Lrp6,WNT,Secreted Signaling
319,Wnt10a,Fzd8_Lrp6,WNT,Secreted Signaling
320,Wnt10a,Fzd9_Lrp6,WNT,Secreted Signaling
321,Wnt10b,Fzd1_Lrp6,WNT,Secreted Signaling
322,Wnt10b,Fzd10_Lrp6,WNT,Secreted Signaling
323,Wnt10b,Fzd2_Lrp6,WNT,Secreted Signaling
324,Wnt10b,Fzd3_Lrp6,WNT,Secreted Signaling
325,Wnt10b,Fzd4_Lrp6,WNT,Secreted Signaling
326,Wnt10b,Fzd5_Lrp6,WNT,Secreted Signaling
327,Wnt10b,Fzd6_Lrp6,WNT,Secreted Signaling
328,Wnt10b,Fzd7_Lrp6,WNT,Secreted Signaling
329,Wnt10b,Fzd8_Lrp6,WNT,Secreted Signaling
330,Wnt10b,Fzd9_Lrp6,WNT,Secreted Signaling
331,Wnt16,Fzd1_Lrp6,WNT,Secreted Signaling
332,Wnt16,Fzd10_Lrp6,WNT,Secreted Signaling
333,Wnt16,Fzd2_Lrp6,WNT,Secreted Signaling
334,Wnt16,Fzd3_Lrp6,WNT,Secreted Signaling
335,Wnt16,Fzd4_Lrp6,WNT,Secreted Signaling
336,Wnt16,Fzd5_Lrp6,WNT,Secreted Signaling
337,Wnt16,Fzd6_Lrp6,WNT,Secreted Signaling
338,Wnt16,Fzd7_Lrp6,WNT,Secreted Signaling
339,Wnt16,Fzd8_Lrp6,WNT,Secreted Signaling
340,Wnt16,Fzd9_Lrp6,WNT,Secreted Signaling
341,Wnt2,Fzd1_Lrp6,WNT,Secreted Signaling
342,Wnt2,Fzd10_Lrp6,WNT,Secreted Signaling
343,Wnt2,Fzd2_Lrp6,WNT,Secreted Signaling
344,Wnt2,Fzd3_Lrp6,WNT,Secreted Signaling
345,Wnt2,Fzd4_Lrp6,WNT,Secreted Signaling
346,Wnt2,Fzd5_Lrp6,WNT,Secreted Signaling
347,Wnt2,Fzd6_Lrp6,WNT,Secreted Signaling
348,Wnt2,Fzd7_Lrp6,WNT,Secreted Signaling
349,Wnt2,Fzd8_Lrp6,WNT,Secreted Signaling
350,Wnt2,Fzd9_Lrp6,WNT,Secreted Signaling
351,Wnt2b,Fzd1_Lrp6,WNT,Secreted Signaling
352,Wnt2b,Fzd10_Lrp6,WNT,Secreted Signaling
353,Wnt2b,Fzd2_Lrp6,WNT,Secreted Signaling
354,Wnt2b,Fzd3_Lrp6,WNT,Secreted Signaling
355,Wnt2b,Fzd4_Lrp6,WNT,Secreted Signaling
356,Wnt2b,Fzd5_Lrp6,WNT,Secreted Signaling
357,Wnt2b,Fzd6_Lrp6,WNT,Secreted Signaling
358,Wnt2b,Fzd7_Lrp6,WNT,Secreted Signaling
359,Wnt2b,Fzd8_Lrp6,WNT,Secreted Signaling
360,Wnt2b,Fzd9_Lrp6,WNT,Secreted Signaling
361,Wnt3,Fzd1_Lrp6,WNT,Secreted Signaling
362,Wnt3,Fzd10_Lrp6,WNT,Secreted Signaling
363,Wnt3,Fzd2_Lrp6,WNT,Secreted Signaling
364,Wnt3,Fzd3_Lrp6,WNT,Secreted Signaling
365,Wnt3,Fzd4_Lrp6,WNT,Secreted Signaling
366,Wnt3,Fzd5_Lrp6,WNT,Secreted Signaling
367,Wnt3,Fzd6_Lrp6,WNT,Secreted Signaling
368,Wnt3,Fzd7_Lrp6,WNT,Secreted Signaling
369,Wnt3,Fzd8_Lrp6,WNT,Secreted Signaling
370,Wnt3,Fzd9_Lrp6,WNT,Secreted Signaling
371,Wnt3a,Fzd1_Lrp6,WNT,Secreted Signaling
372,Wnt3a,Fzd10_Lrp6,WNT,Secreted Signaling
373,Wnt3a,Fzd2_Lrp6,WNT,Secreted Signaling
374,Wnt3a,Fzd3_Lrp6,WNT,Secreted Signaling
375,Wnt3a,Fzd4_Lrp6,WNT,Secreted Signaling
376,Wnt3a,Fzd5_Lrp6,WNT,Secreted Signaling
377,Wnt3a,Fzd6_Lrp6,WNT,Secreted Signaling
378,Wnt3a,Fzd7_Lrp6,WNT,Secreted Signaling
379,Wnt3a,Fzd8_Lrp6,WNT,Secreted Signaling
380,Wnt3a,Fzd9_Lrp6,WNT,Secreted Signaling
381,Wnt4,Fzd1_Lrp6,WNT,Secreted Signaling
382,Wnt4,Fzd10_Lrp6,WNT,Secreted Signaling
383,Wnt4,Fzd2_Lrp6,WNT,Secreted Signaling
384,Wnt4,Fzd3_Lrp6,WNT,Secreted Signaling
385,Wnt4,Fzd4_Lrp6,WNT,Secreted Signaling
386,Wnt4,Fzd5_Lrp6,WNT,Secreted Signaling
387,Wnt4,Fzd6_Lrp6,WNT,Secreted Signaling
388,Wnt4,Fzd7_Lrp6,WNT,Secreted Signaling
389,Wnt4,Fzd8_Lrp6,WNT,Secreted Signaling
390,Wnt4,Fzd9_Lrp6,WNT,Secreted Signaling
391,Wnt6,Fzd1_Lrp6,WNT,Secreted Signaling
392,Wnt6,Fzd10_Lrp6,WNT,Secreted Signaling
393,Wnt6,Fzd2_Lrp6,WNT,Secreted Signaling
394,Wnt6,Fzd3_Lrp6,WNT,Secreted Signaling
395,Wnt6,Fzd4_Lrp6,WNT,Secreted Signaling
396,Wnt6,Fzd5_Lrp6,WNT,Secreted Signaling
397,Wnt6,Fzd6_Lrp6,WNT,Secreted Signaling
398,Wnt6,Fzd7_Lrp6,WNT,Secreted Signaling
399,Wnt6,Fzd8_Lrp6,WNT,Secreted Signaling
400,Wnt6,Fzd9_Lrp6,WNT,Secreted Signaling
401,Wnt7a,Fzd1_Lrp6,WNT,Secreted Signaling
