Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2016	Galactose metabolism Homo sapiens hsa00052	7/30	0.002128861976548101	0.0504587428731947	0	0	4.5696105435654255	28.11301050355024	GALE;GALT;UGP2;GALM;HK2;GCK;HK1
KEGG_2016	Butirosin and neomycin biosynthesis Homo sapiens hsa00524	3/5	0.002234335477779839	0.0504587428731947	0	0	22.47482014388489	137.18206386803385	HK2;GCK;HK1
KEGG_2016	Propanoate metabolism Homo sapiens hsa00640	7/32	0.0031544299955900963	0.06363540949818734	0	0	4.203592622293504	24.208269081594853	EHHADH;DBT;ECHDC1;ACADM;ACACB;MUT;ACAT2
KEGG_2016	Insulin resistance Homo sapiens hsa04931	15/109	0.003287438129057649	0.06363540949818734	0	0	2.4022461490907214	13.735194771053395	PRKAA2;PRKCB;STAT3;PIK3R1;TNF;ACACB;FOXO1;PPP1CB;GYS2;SOCS3;RPS6KB2;CD36;SLC27A3;PPARGC1A;PPARGC1B
KEGG_2016	PPAR signaling pathway Homo sapiens hsa03320	11/69	0.003582058300565286	0.0647158532968795	0	0	2.8513884650595056	16.058500025657132	FADS2;FABP3;ACSL1;EHHADH;FABP7;DBI;ACSL4;PPARG;CD36;ACADM;PLTP
KEGG_2016	Alanine, aspartate and glutamate metabolism Homo sapiens hsa00250	7/35	0.005349545617892873	0.08200245038849062	0	0	3.752606255012029	19.628921350297283	GOT1;GPT2;ASL;AGXT;GLUL;ASPA;ASS1
KEGG_2016	Chagas disease (American trypanosomiasis) Homo sapiens hsa05142	14/104	0.005402700984824562	0.08200245038849062	0	0	2.3403584229390684	12.21867494197046	C1QB;C1QA;JUN;SERPINE1;PIK3R1;ADCY1;TNF;GNAI1;TGFBR2;IL1B;CCL5;CCL3;CCL2;TLR2
KEGG_2016	Peroxisome Homo sapiens hsa04146	12/83	0.005446657221375762	0.08200245038849062	0	0	2.5413349663196567	13.247352009369221	ABCD3;ACSL1;EHHADH;PEX11A;IDH1;PMVK;PIPOX;ACSL4;AGXT;CRAT;NUDT12;PAOX
KEGG_2016	Steroid biosynthesis Homo sapiens hsa00100	5/20	0.00674975287458145	0.09343625400249997	0	0	4.998932479316787	24.985911195105768	SQLE;NSDHL;SOAT1;DHCR7;LSS
KEGG_2016	Fatty acid biosynthesis Homo sapiens hsa00061	4/13	0.006961624045524458	0.09343625400249997	0	0	6.6620444444444455	33.09265645235564	ACSL1;FASN;ACSL4;ACACB
KEGG_2016	Metabolic pathways Homo sapiens hsa01100	99/1239	0.007240447727130996	0.09343625400249997	0	0	1.3237593984962406	6.523581935871923	PANK3;TUSC3;CCBL1;ENO1;ENO3;NSDHL;TDO2;ATP6V1E1;GLUL;NUDT12;SDS;ACSL1;GPT2;PIPOX;ACSL4;PGD;ACLY;MTHFD2;SMS;GNE;IDI1;NNMT;AK1;PLA2G6;PLA2G7;ACACB;ACAT2;UGT8;RDH11;PMVK;ASL;PRODH;FDPS;GOT1;IDH1;PAICS;QDPR;POLA1;SQLE;HAL;P4HA1;FASN;DHCR7;ALAS2;GAL3ST1;HEXB;TAT;GBE1;COX7C;HK2;KHK;HK1;IMPA2;DBT;AOX1;ACADM;TK1;DLAT;POLE;AASS;PGAM2;NME2;MUT;DCK;LSS;UGDH;EHHADH;MVD;AGXT;TKT;ASPA;MGLL;PAFAH1B1;AHCY;GALT;PON2;GCNT1;AGPAT2;PTGS1;AGPAT4;PAPSS1;NT5E;UGP2;CHSY1;CKB;CBR3;NDUFA5;GALNT3;C1GALT1;GCK;ASS1;POLE4;GALE;ETNK2;ETNK1;CTH;GALM;ALLC;OTC
KEGG_2016	Type II diabetes mellitus Homo sapiens hsa04930	8/48	0.009360165657877386	0.11028716927325094	0	0	3.002568218298556	14.025873768811724	SOCS3;SOCS1;PIK3R1;MAFA;TNF;HK2;GCK;HK1
KEGG_2016	Fatty acid metabolism Homo sapiens hsa01212	8/48	0.009360165657877386	0.11028716927325094	0	0	3.002568218298556	14.025873768811724	FADS2;ACSL1;FASN;EHHADH;ACSL4;ACADM;ACAT2;FADS1
KEGG_2016	Protein digestion and absorption Homo sapiens hsa04974	12/90	0.010330459038653308	0.11664809997812693	0	0	2.312399355877617	10.573812707422789	SLC15A1;MME;MEP1B;KCNE3;SLC7A9;COL4A1;KCNQ1;COL5A3;COL12A1;SLC3A1;SLC16A10;SLC38A2
KEGG_2016	Glycine, serine and threonine metabolism Homo sapiens hsa00260	7/40	0.011301861637939248	0.12085373444925662	0	0	3.183179023596024	14.269516156214829	ALAS2;SDS;CTH;PGAM2;PIPOX;AGXT;GNMT
KEGG_2016	Adipocytokine signaling pathway Homo sapiens hsa04920	10/70	0.011594823231293992	0.12085373444925662	0	0	2.503483386923901	11.158517524301308	SOCS3;PRKAA2;ACSL1;STAT3;ACSL4;CD36;JAK2;TNF;ACACB;PPARGC1A
KEGG_2016	PI3K-Akt signaling pathway Homo sapiens hsa04151	32/341	0.014966795383622509	0.14224806323532582	0	0	1.5624659028914347	6.565358558976627	CSF3R;FLT1;PRKAA2;LAMA1;FLT4;TNC;PDGFA;PIK3R1;EGFR;GYS2;VTN;CCND2;FGF8;PDGFC;CHAD;KDR;SPP1;JAK2;YWHAH;LAMB3;PRKCA;OSMR;PRLR;YWHAZ;COL4A1;RPS6KB2;IL2RB;ITGA8;FGFR4;IL7R;SGK2;TLR2
KEGG_2016	Glutathione metabolism Homo sapiens hsa00480	8/52	0.014984846124586247	0.14224806323532582	0	0	2.7290237852035606	11.463853461060102	GSTM2;GSTM1;MGST3;IDH1;GSTA2;SMS;GPX7;PGD
KEGG_2016	Toll-like receptor signaling pathway Homo sapiens hsa04620	13/106	0.015222117467986894	0.14224806323532582	0	0	2.101054473932746	8.792925185113244	JUN;STAT1;PIK3R1;TNF;CXCL10;IL1B;CCL5;CCL4;IRF7;SPP1;CCL3;LBP;TLR2
KEGG_2016	TNF signaling pathway Homo sapiens hsa04668	13/110	0.020191732240188904	0.1756500329861765	0	0	2.013981076119192	7.859525005440773	JUN;EDN1;VCAM1;PIK3R1;TRAF1;TNF;CXCL5;SOCS3;CXCL10;CASP3;IL1B;CCL5;CCL2
KEGG_2016	Prion diseases Homo sapiens hsa05020	6/35	0.02037256734650304	0.1756500329861765	0	0	3.1029509283819627	12.081544299640186	C1QB;C1QA;CASP12;CCL5;IL1B;FYN
KEGG_2016	Jak-STAT signaling pathway Homo sapiens hsa04630	17/158	0.02074096330464077	0.1756500329861765	0	0	1.8133840164662849	7.028032026552506	STAT5A;CSF3R;STAT1;STAT3;PIK3R1;OSMR;PRLR;CSF2RA;IL22RA2;SOCS3;CCND2;SOCS1;IL2RB;AOX1;IL7R;JAK2;IL13RA1
KEGG_2016	Amoebiasis Homo sapiens hsa05146	12/100	0.022462624754523937	0.18446579722654508	0	0	2.04852876592007	7.7760154085386874	LAMB3;PRKCB;COL4A1;LAMA1;CASP3;IL1B;PRKCA;CTSG;PIK3R1;ADCY1;TNF;TLR2
KEGG_2016	Chemokine signaling pathway Homo sapiens hsa04062	19/187	0.02591428967321661	0.20655213239534412	0	0	1.7012820512820512	6.21471653689347	CCL22;PRKCB;STAT1;STAT3;PIK3R1;ADCY1;CXCL5;GNAI1;CXCL16;CXCL10;CCL7;CXCR3;CCL5;CCL4;CCL3;CCL2;CCR5;JAK2;CCR4
KEGG_2016	Valine, leucine and isoleucine degradation Homo sapiens hsa00280	7/48	0.029000979012401437	0.22455043749602246	0	0	2.5609756097560976	9.06694384156834	EHHADH;DBT;AOX1;ACADM;MUT;ACAT2;AACS
KEGG_2016	Proteoglycans in cancer Homo sapiens hsa05205	20/203	0.03033246855174308	0.2283360827089548	0	0	1.644038224796521	5.746795738607147	FZD3;PRKCB;CAV2;STAT3;PRKCA;ITPR3;PIK3R1;TNF;EGFR;DCN;PPP1CB;VTN;ERBB3;CASP3;RPS6KB2;KDR;PDCD4;FLNB;CD44;TLR2
KEGG_2016	ECM-receptor interaction Homo sapiens hsa04512	10/82	0.032013971109457764	0.2344807073152177	0	0	2.0848963915684173	7.175343715896446	VTN;LAMB3;COL4A1;LAMA1;CHAD;TNC;ITGA8;SPP1;CD36;CD44
KEGG_2016	Hypertrophic cardiomyopathy (HCM) Homo sapiens hsa05410	10/83	0.03443593080015931	0.2403661787565634	0	0	2.0562260494207814	6.926715668418408	SGCD;PRKAA2;ACTC1;TPM4;TPM3;CACNA2D1;MYL2;ITGA8;CACNA1S;TNF
KEGG_2016	Phenylalanine, tyrosine and tryptophan biosynthesis Homo sapiens hsa00400	2/5	0.03459144269928404	0.2403661787565634	0	0	9.980298189563364	33.575209658511646	GOT1;TAT
KEGG_2016	Salmonella infection Homo sapiens hsa05132	10/86	0.04246124498475843	0.2876749347717384	0	0	1.974741919106448	6.238532596278644	JUN;ARPC2;ARPC1B;IL1B;CCL4;CCL3;FLNB;LBP;PFN1;PFN2
KEGG_2016	Pertussis Homo sapiens hsa05133	9/75	0.04440354297873986	0.2934965889570367	0	0	2.0460021905805044	6.372142910972813	C1QB;C1QA;JUN;CASP3;IL1B;IRF1;TNF;CXCL5;GNAI1
KEGG_2016	Renin secretion Homo sapiens hsa04924	8/64	0.045872585738751456	0.295987398457182	0	0	2.142857142857143	6.6040448591580985	GUCY1A3;CLCA2;CLCA1;ITPR3;CACNA1S;GNAI1;AGT;CTSB
KEGG_2016	Renin-angiotensin system Homo sapiens hsa04614	4/23	0.05247296119306752	0.31543673712522863	0	0	3.1540210526315784	9.296342271690301	ENPEP;MME;CTSG;AGT
KEGG_2016	Insulin signaling pathway Homo sapiens hsa04910	14/139	0.053734907652685085	0.31543673712522863	0	0	1.6818967741935484	4.917348882324919	PRKAA2;PIK3R1;ACACB;FOXO1;HK2;GCK;HK1;PPP1CB;GYS2;SOCS3;SOCS1;FASN;RPS6KB2;PPARGC1A
KEGG_2016	Cardiac muscle contraction Homo sapiens hsa04260	9/78	0.0547332343324196	0.31543673712522863	0	0	1.956731272917758	5.6848604105844025	ACTC1;TPM4;TPM3;CACNA2D1;MYL2;COX7A2;CACNA1S;COX7C;COX7A1
KEGG_2016	Rheumatoid arthritis Homo sapiens hsa05323	10/90	0.05501905103741917	0.31543673712522863	0	0	1.8756028938906752	5.4393905090169135	JUN;FLT1;IL1B;CCL5;CCL3;CCL2;ATP6V1E1;TNF;CXCL5;TLR2
KEGG_2016	Dilated cardiomyopathy Homo sapiens hsa05414	10/90	0.05501905103741917	0.31543673712522863	0	0	1.8756028938906752	5.4393905090169135	SGCD;ACTC1;TPM4;TPM3;CACNA2D1;MYL2;ITGA8;ADCY1;CACNA1S;TNF
KEGG_2016	Glycolysis / Gluconeogenesis Homo sapiens hsa00010	8/67	0.0575031360816541	0.31543673712522863	0	0	2.0335718366569635	5.8077099227101625	PGAM2;GALM;ENO1;DLAT;ENO3;HK2;GCK;HK1
KEGG_2016	Starch and sucrose metabolism Homo sapiens hsa00500	7/56	0.05964137338754536	0.31543673712522863	0	0	2.1419406575781883	6.038999830532617	GYS2;UGDH;UGP2;GBE1;HK2;GCK;HK1
KEGG_2016	Carbohydrate digestion and absorption Homo sapiens hsa04973	6/45	0.06052660638565272	0.31543673712522863	0	0	2.306089743589744	6.467825876760026	PRKCB;PIK3R1;SLC5A1;SLC37A4;HK2;HK1
KEGG_2016	Ether lipid metabolism Homo sapiens hsa00565	6/45	0.06052660638565272	0.31543673712522863	0	0	2.306089743589744	6.467825876760026	UGT8;GAL3ST1;ENPP2;PLA2G6;PLA2G7;PAFAH1B1
KEGG_2016	Cysteine and methionine metabolism Homo sapiens hsa00270	6/45	0.06052660638565272	0.31543673712522863	0	0	2.306089743589744	6.467825876760026	AHCY;SDS;GOT1;TAT;CTH;SMS
KEGG_2016	African trypanosomiasis Homo sapiens hsa05143	5/35	0.06539850359352073	0.3271982540098641	0	0	2.4974646383773687	6.81122517408638	VCAM1;PRKCB;IL1B;PRKCA;TNF
KEGG_2016	NF-kappa B signaling pathway Homo sapiens hsa04064	10/93	0.06589427184298187	0.3271982540098641	0	0	1.8075194669352648	4.9159174962980785	VCAM1;PRKCB;IL1B;CCL4;BLNK;LBP;TRAF1;TNF;CARD11;RELB
KEGG_2016	Toxoplasmosis Homo sapiens hsa05145	12/118	0.06640554970679899	0.3271982540098641	0	0	1.6990247014857351	4.607711913477127	SOCS1;LAMB3;LAMA1;STAT1;CASP3;STAT3;PIK3R1;CCR5;JAK2;TNF;GNAI1;TLR2
KEGG_2016	Osteoclast differentiation Homo sapiens hsa04380	13/132	0.07078478521419519	0.34254779987583744	0	0	1.6397118073659762	4.3421392010070035	JUN;STAT1;NCF4;PIK3R1;TNF;TGFBR2;RELB;SOCS3;SOCS1;IL1B;BLNK;PPARG;FYN
KEGG_2016	Hepatitis B Homo sapiens hsa05161	14/146	0.07446767223345323	0.35360501755693424	0	0	1.5921065493646138	4.135321912890781	STAT5A;JUN;PCNA;PRKCB;STAT1;STAT3;PRKCA;PIK3R1;TNF;YWHAZ;CASP12;CASP3;IRF7;TLR2
KEGG_2016	Bile secretion Homo sapiens hsa04976	8/71	0.07567930265056158	0.35360501755693424	0	0	1.904048510790084	4.914826301364794	ABCC3;SCARB1;AQP8;AQP9;EPHX1;ADCY1;SLC5A1;ABCG2
KEGG_2016	mTOR signaling pathway Homo sapiens hsa04150	7/60	0.0804088449404689	0.36933554201469615	0	0	1.979861100603713	4.9904994582207	PRKAA2;PRKCB;RRAGD;RPS6KB2;PRKCA;PIK3R1;TNF
KEGG_2016	Malaria Homo sapiens hsa05144	6/49	0.08448158181604051	0.3726980216435383	0	0	2.0911225402504474	5.167627472122537	VCAM1;IL1B;CCL2;CD36;TNF;TLR2
KEGG_2016	Leishmaniasis Homo sapiens hsa05140	8/73	0.08592583763798438	0.3726980216435383	0	0	1.8452648475120383	4.5287794634106415	JUN;PRKCB;STAT1;IL1B;NCF4;JAK2;TNF;TLR2
KEGG_2016	2-Oxocarboxylic acid metabolism Homo sapiens hsa01210	3/17	0.08664197551122846	0.3726980216435383	0	0	3.2086330935251803	7.848223095879518	GOT1;IDH1;GPT2
KEGG_2016	Selenocompound metabolism Homo sapiens hsa00450	3/17	0.08664197551122846	0.3726980216435383	0	0	3.2086330935251803	7.848223095879518	CTH;CCBL1;PAPSS1
KEGG_2016	Glyoxylate and dicarboxylate metabolism Homo sapiens hsa00630	4/28	0.09513539705482624	0.4028389469040298	0	0	2.496266666666666	5.8723529291945855	AGXT;GLUL;MUT;ACAT2
KEGG_2016	Vibrio cholerae infection Homo sapiens hsa05110	6/51	0.09816030099227856	0.4034785323491091	0	0	1.9979700854700853	4.637595081443684	ARF1;KCNQ1;PRKCA;KDELR2;ATP6V1E1;TJP2
KEGG_2016	Hematopoietic cell lineage Homo sapiens hsa04640	9/88	0.09975299508262106	0.4034785323491091	0	0	1.7081287174012505	3.9373361028955145	CD2;CSF3R;MME;IL1B;CD36;IL7R;TNF;CSF2RA;CD44
KEGG_2016	Gap junction Homo sapiens hsa04540	9/88	0.09975299508262106	0.4034785323491091	0	0	1.7081287174012505	3.9373361028955145	GUCY1A3;PRKCB;PDGFC;PDGFA;PRKCA;ITPR3;ADCY1;EGFR;GNAI1
KEGG_2016	Tryptophan metabolism Homo sapiens hsa00380	5/40	0.10309785986516018	0.4081010358881809	0	0	2.1401120896717374	4.862498698828689	TDO2;EHHADH;CCBL1;AOX1;ACAT2
KEGG_2016	Nicotinate and nicotinamide metabolism Homo sapiens hsa00760	4/29	0.10516227033416436	0.4081010358881809	0	0	2.396288	5.397041301489992	NT5E;NNMT;AOX1;NUDT12
KEGG_2016	Lysine degradation Homo sapiens hsa00310	6/52	0.10541355170543418	0.4081010358881809	0	0	1.9544314381270904	4.3972050837666545	TMLHE;EHHADH;NSD1;PIPOX;AASS;ACAT2
KEGG_2016	Complement and coagulation cascades Homo sapiens hsa04610	8/79	0.12124449281748335	0.4573788817420388	0	0	1.6887843917437209	3.5632441597512505	C1QB;PROCR;C1QA;VTN;CFH;SERPINE1;ITGAX;F5
KEGG_2016	Leukocyte transendothelial migration Homo sapiens hsa04670	11/118	0.12151763647758965	0.4573788817420388	0	0	1.5415598378959556	3.2491393045259627	VCAM1;CLDN15;PRKCB;MYL2;TXK;NCF4;CLDN7;PRKCA;PIK3R1;GNAI1;JAM3
KEGG_2016	Central carbon metabolism in cancer Homo sapiens hsa05230	7/67	0.1255270161453751	0.4585257354014837	0	0	1.7482224004276932	3.627971046540853	IDH1;PGAM2;PIK3R1;HK2;EGFR;GCK;HK1
KEGG_2016	Sulfur metabolism Homo sapiens hsa00920	2/10	0.1265339380376097	0.4585257354014837	0	0	3.7416134185303513	7.7348305909003106	ETHE1;PAPSS1
KEGG_2016	Legionellosis Homo sapiens hsa05134	6/55	0.12876750090001554	0.4585257354014837	0	0	1.834478021978022	3.7602154907267176	ARF1;CASP3;IL1B;EEF1A2;TNF;TLR2
KEGG_2016	HTLV-I infection Homo sapiens hsa05166	21/258	0.133189757770226	0.4585257354014837	0	0	1.330120011908795	2.681495896865475	STAT5A;FDPS;XBP1;FZD3;JUN;PCNA;VCAM1;MSX2;CREM;PDGFA;PIK3R1;ADCY1;TNF;ETS1;RELB;TGFBR2;POLE4;CCND2;IL2RB;POLE;MAD2L1
KEGG_2016	Influenza A Homo sapiens hsa05164	15/175	0.13584894951924456	0.4585257354014837	0	0	1.4063256658595642	2.807323714154173	FDPS;JUN;PRKCB;STAT1;MX1;PRKCA;PIK3R1;TNF;SOCS3;CXCL10;IL1B;CCL5;IRF7;CCL2;JAK2
KEGG_2016	Non-small cell lung cancer Homo sapiens hsa05223	6/56	0.13706263888539466	0.4585257354014837	0	0	1.7976923076923077	3.5725849144021087	RASSF1;PRKCB;PRKCA;PIK3R1;FHIT;EGFR
KEGG_2016	Adrenergic signaling in cardiomyocytes Homo sapiens hsa04261	13/148	0.1376270846564202	0.4585257354014837	0	0	1.4441340615393798	2.8640175548309386	TPM4;TPM3;CACNA2D1;CREM;PRKCA;PIK3R1;ADCY1;GNAI1;PPP1CB;ACTC1;MYL2;KCNQ1;CACNA1S
KEGG_2016	Fructose and mannose metabolism Homo sapiens hsa00051	4/32	0.1378983769223972	0.4585257354014837	0	0	2.1392	4.238264894804469	PFKFB1;HK2;KHK;HK1
KEGG_2016	Fatty acid degradation Homo sapiens hsa00071	5/44	0.13946296439559114	0.4585257354014837	0	0	1.9202028289298103	3.7827154703594417	ACSL1;EHHADH;ACSL4;ACADM;ACAT2
KEGG_2016	Drug metabolism - cytochrome P450 Homo sapiens hsa00982	7/69	0.14036842219699974	0.4585257354014837	0	0	1.6916470496934581	3.321523143541352	GSTM2;GSTM1;MGST3;GSTA2;AOX1;FMO2;FMO3
KEGG_2016	Purine metabolism Homo sapiens hsa00230	15/176	0.14043408132222562	0.4585257354014837	0	0	1.3975155279503106	2.7433468402935084	GUCY1A3;PDE6H;AK1;NME2;ADCY1;FHIT;PAICS;DCK;PAPSS1;POLE4;POLA1;NT5E;PDE4B;ALLC;POLE
KEGG_2016	Measles Homo sapiens hsa05162	12/136	0.14596059830138916	0.4708966921390055	0	0	1.4509895589839488	2.792311249782761	STAT5A;CCND2;STAT1;IL1B;MX1;STAT3;IL2RB;IRF7;FYN;PIK3R1;JAK2;TLR2
KEGG_2016	Base excision repair Homo sapiens hsa03410	4/33	0.14962064712958634	0.4770258279072695	0	0	2.0653241379310345	3.9233975576025935	POLE4;PCNA;POLE;UNG
KEGG_2016	Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932	13/151	0.15308411295977994	0.4775254887093394	0	0	1.4125121162223078	2.6509571872614126	XBP1;JUN;PRKAA2;NDUFA5;COX7A2;PIK3R1;TNF;COX7A1;COX7C;SOCS3;DDIT3;CASP3;IL1B
KEGG_2016	AMPK signaling pathway Homo sapiens hsa04152	11/124	0.15491674238306175	0.4775254887093394	0	0	1.4592372151303938	2.7212839876715966	GYS2;PFKFB1;PRKAA2;FASN;RPS6KB2;PPARG;PIK3R1;CD36;ACACB;PPARGC1A;FOXO1
KEGG_2016	TGF-beta signaling pathway Homo sapiens hsa04350	8/84	0.15567724068656866	0.4775254887093394	0	0	1.5772577511193715	2.933652706539465	BMP2;RBL1;RPS6KB2;BMP8B;TNF;LTBP1;DCN;TGFBR2
KEGG_2016	Cholinergic synapse Homo sapiens hsa04725	10/111	0.15813344683224256	0.4775254887093394	0	0	1.4839546655630194	2.7368813362745485	PRKCB;KCNQ1;PRKCA;ITPR3;FYN;PIK3R1;CACNA1S;ADCY1;JAK2;GNAI1
KEGG_2016	Transcriptional misregulation in cancer Homo sapiens hsa05202	15/180	0.15961571463403454	0.4775254887093394	0	0	1.363342871817448	2.5017152686643263	FLT1;FUS;IGFBP3;LMO2;PDGFA;TRAF1;MPO;KLF3;FOXO1;TGFBR2;GOLPH3;CCND2;DDIT3;IL2RB;PPARG
KEGG_2016	Inflammatory mediator regulation of TRP channels Homo sapiens hsa04750	9/98	0.16093607647801286	0.4775254887093394	0	0	1.5153919046974416	2.7682391816580822	PPP1CB;PRKCB;IL1B;PRKCA;ITPR3;IL1RAP;PIK3R1;ADCY1;PLA2G6
KEGG_2016	Tight junction Homo sapiens hsa04530	12/139	0.1627387280148968	0.4775254887093394	0	0	1.4164859827304197	2.5717850666237987	MYH2;CLDN15;PRKCB;MYL2;CLDN7;PRKCA;CGN;MPP5;GNAI1;TJP3;JAM3;TJP2
KEGG_2016	Hippo signaling pathway Homo sapiens hsa04390	13/153	0.163874060700991	0.4775254887093394	0	0	1.3921837228041902	2.5179829312017583	FZD3;SERPINE1;BMP8B;CSNK1E;MPP5;YWHAZ;NKD1;TGFBR2;PPP1CB;RASSF1;BMP2;CCND2;YWHAH
KEGG_2016	ErbB signaling pathway Homo sapiens hsa04012	8/87	0.17833213242249993	0.5141277434733774	0	0	1.5171180689599122	2.6156747243028677	STAT5A;JUN;ERBB3;PRKCB;RPS6KB2;PRKCA;PIK3R1;EGFR
KEGG_2016	Glucagon signaling pathway Homo sapiens hsa04922	9/101	0.1821715057028445	0.5196681899523249	0	0	1.465741225772656	2.495873974730434	GYS2;PFKFB1;PRKAA2;PGAM2;ITPR3;ACACB;PPARGC1A;FOXO1;GCK
KEGG_2016	GABAergic synapse Homo sapiens hsa04727	8/88	0.18619004715580945	0.5203242491304059	0	0	1.4980738362760837	2.51824319512198	GABBR1;PRKCB;PRKCA;ADCY1;CACNA1S;GLUL;SLC38A2;GNAI1
KEGG_2016	DNA replication Homo sapiens hsa03030	4/36	0.18687599486457224	0.5203242491304059	0	0	1.8714	3.1389179548873285	POLE4;POLA1;PCNA;POLE
KEGG_2016	Regulation of actin cytoskeleton Homo sapiens hsa04810	17/214	0.18816153658590326	0.5203242491304059	0	0	1.2939976773674642	2.1615641757644672	ARPC1B;PDGFA;PIK3R1;BAIAP2;EGFR;ENAH;PPP1CB;FGF8;ABI2;ARPC2;MYL2;PDGFC;ITGAX;ITGA8;PFN1;FGFR4;PFN2
KEGG_2016	Oxytocin signaling pathway Homo sapiens hsa04921	13/158	0.1924646426190951	0.5268476580785331	0	0	1.3438161660507375	2.2143978163674944	GUCY1A3;JUN;PRKAA2;PRKCB;CACNA2D1;PRKCA;ITPR3;PIK3R1;ADCY1;EGFR;GNAI1;PPP1CB;CACNA1S
KEGG_2016	Primary immunodeficiency Homo sapiens hsa05340	4/37	0.19990506338823855	0.5417427217821266	0	0	1.8145939393939396	2.9213378432359023	BLNK;IL7R;AICDA;UNG
KEGG_2016	Arginine and proline metabolism Homo sapiens hsa00330	5/50	0.20265144261887127	0.5437479301951893	0	0	1.6636420247308958	2.6556182067205896	GOT1;P4HA1;SMS;CKB;PRODH
KEGG_2016	Hepatitis C Homo sapiens hsa05160	11/133	0.21263713717116486	0.5649476879743696	0	0	1.3509357319019295	2.091475669279423	SCARB1;SOCS3;CLDN15;STAT1;IRF1;CLDN7;STAT3;IRF7;PIK3R1;TNF;EGFR
KEGG_2016	Folate biosynthesis Homo sapiens hsa00790	2/14	0.2177665563609326	0.5719862584846012	0	0	2.4938764643237485	3.8014947817055447	QDPR;GGH
