# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "64" "-p" "-t" "exon" "-g" "gene_id" "-a" "/public5/xiongyy/refer/Mus_musculus.GRCm39.108.gtf" "-o" "/public5/xiongyy/mouse_EV/00.CleanData/all.id.txt" "/public5/xiongyy/mouse_EV/00.CleanData/1--1/1--1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/1--2/1--2.bam" "/public5/xiongyy/mouse_EV/00.CleanData/2--1/2--1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/2--2/2--2.bam" "/public5/xiongyy/mouse_EV/00.CleanData/3--1/3--1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/3--2/3--2.bam" "/public5/xiongyy/mouse_EV/00.CleanData/4--1/4--1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/4--2/4--2.bam" "/public5/xiongyy/mouse_EV/00.CleanData/4-3/4-3.bam" "/public5/xiongyy/mouse_EV/00.CleanData/4-4/4-4.bam" "/public5/xiongyy/mouse_EV/00.CleanData/Blank-1/Blank-1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/Blank-2/Blank-2.bam" 
Geneid	/public5/xiongyy/mouse_EV/00.CleanData/1--1/1--1.bam	/public5/xiongyy/mouse_EV/00.CleanData/1--2/1--2.bam	/public5/xiongyy/mouse_EV/00.CleanData/2--1/2--1.bam	/public5/xiongyy/mouse_EV/00.CleanData/2--2/2--2.bam	/public5/xiongyy/mouse_EV/00.CleanData/3--1/3--1.bam	/public5/xiongyy/mouse_EV/00.CleanData/3--2/3--2.bam	/public5/xiongyy/mouse_EV/00.CleanData/4--1/4--1.bam	/public5/xiongyy/mouse_EV/00.CleanData/4--2/4--2.bam	/public5/xiongyy/mouse_EV/00.CleanData/4-3/4-3.bam	/public5/xiongyy/mouse_EV/00.CleanData/4-4/4-4.bam	/public5/xiongyy/mouse_EV/00.CleanData/Blank-1/Blank-1.bam	/public5/xiongyy/mouse_EV/00.CleanData/Blank-2/Blank-2.bam
ENSMUSG00000056167	935	999	945	743	1053	1044	882	1331	883	980	649	1013
ENSMUSG00002075474	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111744	1	0	1	2	2	0	0	0	0	0	0	0
ENSMUSG00000032435	1525	1377	1064	1079	1503	1691	1539	1397	1123	1023	693	1075
ENSMUSG00000032434	1854	2132	2174	2063	1820	2401	2280	1688	1676	1980	1037	2048
ENSMUSG00000032436	369	488	496	438	529	621	287	253	569	597	97	204
ENSMUSG00000052724	0	0	0	1	4	1	1	1	0	0	12	0
ENSMUSG00000041012	194	100	315	121	197	231	269	216	148	188	167	314
ENSMUSG00000084638	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050627	748	1073	886	1029	950	894	765	661	909	655	1269	1141
ENSMUSG00000040875	59	48	29	44	99	97	111	56	28	74	59	71
ENSMUSG00000050621	11774	12894	17482	7448	10487	8906	6829	10046	10554	10148	8073	13961
ENSMUSG00000098127	0	0	0	3	3	0	2	0	0	0	0	0
ENSMUSG00000098191	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097967	0	0	0	0	3	1	0	0	0	1	0	0
ENSMUSG00000032437	3824	3550	3093	3263	3892	4107	3888	3298	2997	3245	2442	3845
ENSMUSG00000111564	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080409	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075264	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075081	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111530	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074034	3	2	5	3	5	9	6	4	4	3	2	2
ENSMUSG00000119822	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052698	1223	999	539	1249	1189	1562	1528	917	902	891	1427	1489
ENSMUSG00000111398	0	0	0	1	12	1	2	0	14	4	0	10
ENSMUSG00000110905	0	1	0	2	5	0	0	0	0	0	0	2
ENSMUSG00000076379	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111412	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111819	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098937	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098446	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111272	2	1	1	0	0	0	1	1	0	0	0	0
ENSMUSG00000055125	7	0	0	6	0	0	2	0	0	0	0	0
ENSMUSG00000091956	13	3	4	1	12	6	5	15	0	6	0	0
ENSMUSG00000047990	44	37	30	22	53	56	93	146	110	105	0	63
ENSMUSG00000111324	0	0	13	1	4	5	0	2	3	0	0	0
ENSMUSG00000110752	0	0	0	0	3	0	2	1	0	0	0	0
ENSMUSG00000035284	921	820	234	1237	783	1013	1233	602	832	665	324	863
ENSMUSG00000111841	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101345	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088810	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111562	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118816	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111303	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075243	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111404	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032238	1904	1360	2220	3650	1145	1464	1864	1310	1562	1347	2526	2547
ENSMUSG00000086648	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000032235	370	410	204	271	365	336	296	304	341	265	270	592
ENSMUSG00000111621	1	1	0	1	2	3	1	2	0	0	0	0
ENSMUSG00000111484	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062874	1	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000032231	8885	8326	13301	10323	9295	12668	9419	6891	9292	11755	6615	9405
ENSMUSG00000093042	0	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000086399	1	1	2	6	3	2	12	3	0	13	0	0
ENSMUSG00000111096	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059246	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111286	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101555	6	0	0	0	3	0	6	2	0	0	0	0
ENSMUSG00000011958	2318	2161	1971	1985	2472	2378	1951	1886	2161	2209	1516	2529
ENSMUSG00000033543	582	821	745	541	648	645	427	788	843	679	580	759
ENSMUSG00000032226	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111176	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111043	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039607	710	1004	503	841	630	716	588	426	897	787	445	863
ENSMUSG00000032224	178	116	225	242	102	209	155	81	217	286	360	464
ENSMUSG00000077660	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092184	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092516	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092504	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097240	2	0	0	0	1	1	2	6	5	0	0	6
ENSMUSG00000032443	5	2	0	2	5	0	0	0	0	7	0	1
ENSMUSG00002076953	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032220	1065	899	501	1331	1126	1443	1318	780	1300	1253	532	920
ENSMUSG00000093763	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032218	732	841	571	424	1164	802	482	1126	470	500	137	207
ENSMUSG00000039285	1411	1951	1379	1556	1535	1618	1298	1312	1525	1514	1519	1938
ENSMUSG00000039163	272	321	487	257	287	297	229	260	258	282	289	428
ENSMUSG00000097402	13	5	0	1	4	3	0	0	0	0	0	4
ENSMUSG00002075534	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103968	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111843	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084515	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032446	11	15	3	8	24	12	4	7	16	21	7	8
ENSMUSG00000110692	0	0	0	0	0	0	0	0	0	3	0	0
ENSMUSG00000032217	989	1064	677	773	1046	1126	936	1025	1121	935	558	1433
ENSMUSG00000065202	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076837	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119759	0	0	2	0	1	0	0	0	0	0	0	0
ENSMUSG00000064921	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000038708	1757	1197	1296	2305	1756	2345	2546	2040	1906	1649	3435	2379
ENSMUSG00000110627	3	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000110676	0	0	0	4	0	0	0	0	2	0	0	0
ENSMUSG00000032212	1739	1391	1001	1069	2039	1947	1805	2336	1757	1757	836	1668
ENSMUSG00000039115	499	675	552	684	944	766	434	614	610	661	263	285
ENSMUSG00000066270	899	1239	1414	694	1137	1228	796	1226	1034	1039	1185	1337
ENSMUSG00000086119	31	25	7	2	36	46	25	38	13	5	16	2
ENSMUSG00000087041	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047409	1491	1505	931	965	1482	1660	1503	2015	1145	1180	822	1765
ENSMUSG00000042444	1476	1608	781	1387	1356	1291	1197	1053	972	864	854	1325
ENSMUSG00000074213	25	6	26	1	25	7	4	24	14	24	4	6
ENSMUSG00000054693	3549	4005	2233	3013	4321	3845	3226	2967	3367	2943	1503	3074
ENSMUSG00000032207	3	1	7	2	6	6	3	5	15	5	0	3
ENSMUSG00002075566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096160	183	158	129	139	146	232	208	209	164	184	90	77
ENSMUSG00000111631	0	5	0	0	0	0	0	3	0	0	0	0
ENSMUSG00000032204	165	100	175	241	90	134	152	24	38	126	54	74
ENSMUSG00000111618	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000111429	0	3	0	0	0	0	0	1	16	5	0	0
ENSMUSG00000013584	24	5	16	19	18	31	32	33	28	61	4	91
ENSMUSG00000111181	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032199	3254	3092	3411	2597	3383	3906	3017	3254	2496	2537	3478	3153
ENSMUSG00000041361	371	199	215	315	262	478	613	147	212	200	45	222
ENSMUSG00000111815	0	0	0	0	0	0	3	0	1	2	0	5
ENSMUSG00000032232	1074	783	489	998	579	1496	2061	528	962	856	403	666
ENSMUSG00000099220	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104467	72	79	85	29	75	77	16	29	49	51	20	42
ENSMUSG00000035769	43	40	25	25	46	66	65	88	48	59	16	97
ENSMUSG00000061393	89	54	22	84	70	98	76	72	42	61	58	60
ENSMUSG00000111204	0	0	0	5	0	0	1	0	3	0	31	0
ENSMUSG00000097504	64	110	37	20	62	58	28	110	83	94	105	101
ENSMUSG00000042787	284	278	184	187	327	297	189	329	149	178	80	220
ENSMUSG00000032511	20	36	8	64	31	49	67	42	93	85	31	77
ENSMUSG00000034533	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034115	0	4	0	1	1	4	1	7	30	4	0	0
ENSMUSG00000097223	1	5	5	1	0	8	0	0	4	2	0	20
ENSMUSG00000032228	3095	3276	1859	2891	2955	2856	2530	2193	3044	2482	1470	3383
ENSMUSG00000102143	4	14	0	16	0	0	4	2	7	11	0	35
ENSMUSG00000102939	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098761	0	0	0	0	3	1	1	0	0	1	0	0
ENSMUSG00000104107	0	0	0	0	4	0	0	0	0	0	0	0
ENSMUSG00000099313	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104469	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104078	0	0	0	0	0	0	0	0	0	0	0	8
ENSMUSG00000104432	9	0	2	6	0	3	7	0	0	3	2	0
ENSMUSG00002076016	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102874	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098915	14	10	14	9	11	31	19	26	8	11	16	2
ENSMUSG00000084619	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099253	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061390	8	25	26	9	11	38	10	13	12	25	6	12
ENSMUSG00000099020	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099190	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098412	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000089530	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098340	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032512	665	503	310	670	622	726	701	577	571	584	374	547
ENSMUSG00000052336	203	307	153	314	405	307	153	41	361	336	26	31
ENSMUSG00000032513	662	589	384	443	737	950	819	790	528	481	415	572
ENSMUSG00000032514	13	31	28	7	16	26	24	29	0	21	14	11
ENSMUSG00000032515	204	356	154	274	398	370	360	116	164	175	130	209
ENSMUSG00000111639	0	0	0	2	2	1	0	0	0	0	0	0
ENSMUSG00000111369	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000111089	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000079243	129	117	183	319	85	171	45	40	316	65	1518	384
ENSMUSG00000111792	0	0	0	0	0	2	0	11	9	5	0	26
ENSMUSG00000042262	25	14	25	18	9	11	5	9	9	40	15	35
ENSMUSG00000111546	4	0	26	5	10	15	11	1	0	23	0	17
ENSMUSG00000032519	310	302	370	225	343	376	262	355	299	313	281	352
ENSMUSG00000032518	4035	3872	6426	2802	4690	4734	3587	5330	3821	4114	2819	2628
ENSMUSG00000065041	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064380	7	0	5	2	3	5	10	3	11	4	2	0
ENSMUSG00000064925	0	0	0	2	0	0	5	0	0	0	0	0
ENSMUSG00000111028	0	0	0	5	1	0	0	3	11	0	0	0
ENSMUSG00000038535	720	857	550	567	829	591	501	756	776	623	644	1071
ENSMUSG00000032517	0	0	0	0	0	8	0	0	0	0	0	0
ENSMUSG00000111219	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098492	4	0	0	0	3	0	0	0	5	6	0	1
ENSMUSG00000104494	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098893	18	4	7	7	17	46	29	49	12	13	5	6
ENSMUSG00000111360	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102225	0	0	0	0	1	0	0	0	0	0	4	0
ENSMUSG00000111498	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103133	8	18	4	13	14	1	4	7	6	9	19	46
ENSMUSG00000103388	8	11	0	17	27	6	19	7	0	4	0	47
ENSMUSG00000102925	4	0	0	0	0	0	0	0	0	5	0	0
ENSMUSG00000098959	5	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098801	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099019	0	1	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000041794	16	20	26	38	13	29	37	15	69	65	33	47
ENSMUSG00000032221	51	21	42	27	64	76	48	133	37	21	7	11
ENSMUSG00000103445	0	0	0	0	0	0	2	2	0	0	0	0
ENSMUSG00000083772	0	0	0	0	0	0	1	0	0	0	0	2
ENSMUSG00000098778	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082356	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111828	11	1	32	2	8	3	3	7	6	8	6	6
ENSMUSG00000006941	428	403	444	327	733	681	448	564	718	683	435	421
ENSMUSG00000111816	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041608	193	109	23	23	130	206	343	188	114	135	85	401
ENSMUSG00000025794	6792	8242	10911	4267	6690	5498	4197	7420	5389	4983	4034	5946
ENSMUSG00000052658	22	8	15	1	14	19	12	6	2	5	26	13
ENSMUSG00000110962	8	0	1	8	2	7	3	1	0	5	0	0
ENSMUSG00000110760	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111533	4	2	0	0	6	6	1	0	0	0	0	0
ENSMUSG00000111679	29	13	8	2	26	40	8	37	2	15	4	0
ENSMUSG00000111831	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000110726	83	68	102	60	74	84	93	97	73	63	42	85
ENSMUSG00002076330	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111270	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111720	1	17	0	1	20	0	7	0	0	0	0	0
ENSMUSG00000110911	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111233	0	0	0	0	3	1	2	0	0	0	0	0
ENSMUSG00000110730	0	9	6	1	1	12	7	10	7	3	0	0
ENSMUSG00000111094	2	0	0	0	0	0	4	1	6	0	0	0
ENSMUSG00000111445	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000111528	0	3	0	0	0	0	4	0	0	0	0	0
ENSMUSG00000100146	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086365	0	0	0	0	0	0	0	4	0	0	0	0
ENSMUSG00000006932	16061	14286	9826	11421	14936	19223	16071	14129	10592	11865	5219	13369
ENSMUSG00000106193	0	0	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000090626	94	104	51	68	90	140	76	156	45	68	34	74
ENSMUSG00002076294	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096986	3	3	0	0	0	0	0	1	0	2	0	0
ENSMUSG00000037674	1094	1194	578	967	1159	907	861	978	976	722	719	1221
ENSMUSG00000099310	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102672	2	0	0	1	2	3	0	0	0	0	5	0
ENSMUSG00000098275	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099051	0	0	0	0	0	1	0	7	3	0	14	0
ENSMUSG00000098573	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064735	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040936	158	118	96	88	151	163	81	161	17	55	0	63
ENSMUSG00002076558	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091336	0	0	0	0	0	0	3	0	0	0	0	0
ENSMUSG00000110863	3	3	0	1	2	12	14	8	0	1	0	2
ENSMUSG00000032216	16289	19008	10615	17992	18282	19245	14197	11212	15561	14272	11014	15874
ENSMUSG00000104273	6	0	0	1	0	6	8	2	25	2	0	9
ENSMUSG00000102573	0	9	0	4	2	0	0	7	6	0	0	20
ENSMUSG00000104066	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102411	19	41	4	52	25	15	29	24	57	30	15	87
ENSMUSG00000098294	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036030	15	47	13	9	38	28	10	15	28	8	9	21
ENSMUSG00000098471	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102971	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000102330	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034910	319	344	235	276	313	304	205	224	407	350	397	360
ENSMUSG00000092192	1	0	0	2	10	1	1	6	9	0	14	0
ENSMUSG00000089865	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118977	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102797	0	0	0	0	14	0	0	1	0	1	0	0
ENSMUSG00000086158	54	43	85	52	116	74	74	95	97	56	91	152
ENSMUSG00000032536	1670	1618	1320	1812	1659	1966	1789	1484	1871	1637	3310	2712
ENSMUSG00000110751	0	0	0	0	5	0	0	0	0	0	0	0
ENSMUSG00000110738	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032532	0	5	0	0	40	21	7	9	26	9	6	11
ENSMUSG00000111598	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110814	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032530	0	8	0	4	3	8	2	5	0	0	0	6
ENSMUSG00000084995	0	0	0	6	0	0	0	0	0	0	0	0
ENSMUSG00000111844	0	0	0	0	0	0	0	0	0	0	2	7
ENSMUSG00000034563	8	20	0	19	5	25	26	25	17	13	12	29
ENSMUSG00002075273	3	0	0	0	0	1	0	0	0	0	6	0
ENSMUSG00000032528	57	58	83	44	56	95	146	57	60	36	72	111
ENSMUSG00000061536	357	440	218	419	329	383	374	267	286	337	168	342
ENSMUSG00000079469	268	199	157	235	271	213	283	243	200	139	167	172
ENSMUSG00000032526	393	384	320	162	445	444	314	491	374	354	411	556
ENSMUSG00000102305	0	0	0	1	11	3	6	5	13	0	0	16
ENSMUSG00000098332	70	130	165	73	157	159	92	175	157	177	109	143
ENSMUSG00000032202	689	651	316	424	773	713	425	738	423	345	341	429
ENSMUSG00000098468	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092622	0	1	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000092310	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032215	818	1105	991	495	806	864	572	882	573	701	638	947
ENSMUSG00000032525	732	680	164	1104	796	901	1139	714	999	842	734	1472
ENSMUSG00000103556	0	0	0	0	0	0	1	0	0	0	0	8
ENSMUSG00000066478	0	0	2	0	1	1	0	2	0	0	0	0
ENSMUSG00000098875	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097820	35	12	3	34	25	32	23	14	35	35	21	23
ENSMUSG00000013419	781	922	939	1139	859	1350	925	599	1337	1107	1157	816
ENSMUSG00000111000	0	2	0	0	0	0	0	0	0	4	0	5
ENSMUSG00000074001	104	121	219	228	92	88	46	81	110	73	1168	446
ENSMUSG00000062151	10	6	8	5	3	2	20	3	0	5	0	2
ENSMUSG00000103832	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099064	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076471	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103202	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119155	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032523	72	78	271	199	80	76	33	87	165	84	1548	593
ENSMUSG00000044976	1	0	0	5	0	0	0	0	0	8	8	29
ENSMUSG00000084725	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098313	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101526	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098748	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098272	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079235	8	6	2	2	9	10	5	18	2	2	0	3
ENSMUSG00000088635	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066477	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093662	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092042	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101596	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111341	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000043013	0	0	0	0	0	0	4	3	0	0	0	0
ENSMUSG00000038412	254	375	474	362	307	385	238	268	257	146	340	322
ENSMUSG00000111079	0	4	3	0	0	3	0	0	0	0	5	0
ENSMUSG00000111465	6	15	11	18	18	12	25	21	0	21	10	68
ENSMUSG00000044534	75	88	104	153	62	60	172	52	103	77	60	96
ENSMUSG00000050445	4	0	15	11	11	3	6	13	10	6	19	11
ENSMUSG00000111141	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043773	48	64	20	19	73	28	23	46	33	25	15	68
ENSMUSG00000111053	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034858	1001	603	797	1227	732	968	1471	637	1116	852	842	1674
ENSMUSG00000038233	223	324	161	386	215	295	208	39	279	267	128	160
ENSMUSG00000066235	127	141	145	92	189	171	173	173	175	179	180	171
ENSMUSG00000110729	0	0	0	0	0	0	3	0	0	0	0	0
ENSMUSG00000111389	11	4	0	2	5	4	7	0	0	0	0	3
ENSMUSG00000111785	0	0	0	0	0	2	2	0	0	0	0	0
ENSMUSG00000007656	2010	2331	1994	1739	2014	2162	1764	2083	1621	1659	1939	2286
ENSMUSG00000111027	340	355	119	360	193	265	329	232	157	197	91	194
ENSMUSG00000038145	1950	1402	937	1502	1650	2681	2837	1375	1615	1424	858	1550
ENSMUSG00000111003	0	0	0	3	5	0	1	0	0	0	0	0
ENSMUSG00000111605	0	0	0	0	0	0	1	0	1	0	0	5
ENSMUSG00000111434	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034593	4954	4368	1405	3288	5095	5233	5723	4125	3245	2843	1042	2633
ENSMUSG00000037949	982	888	1124	1000	1084	1316	1088	822	965	1003	863	912
ENSMUSG00000090001	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089651	11	6	1	4	37	12	4	51	21	27	0	13
ENSMUSG00000098922	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111268	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032540	1162	911	1190	1340	971	1543	1705	896	785	954	868	1035
ENSMUSG00000033590	68	74	0	6	40	60	94	22	22	33	59	127
ENSMUSG00000093598	28	3	18	6	10	15	26	21	20	25	11	30
ENSMUSG00000111192	0	2	20	4	3	5	0	0	0	4	0	0
ENSMUSG00000111146	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000110725	1	0	0	0	0	0	2	2	0	0	0	6
ENSMUSG00000111244	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110984	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111221	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097736	0	3	4	3	0	0	3	7	0	0	0	0
ENSMUSG00000111143	0	0	0	0	5	0	2	1	4	0	0	0
ENSMUSG00000065414	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111068	0	0	0	0	0	0	0	0	0	4	0	0
ENSMUSG00000111577	0	0	0	0	0	0	0	3	0	0	0	0
ENSMUSG00000111441	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094985	0	1	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000032192	365	418	390	330	356	516	300	291	336	302	210	318
ENSMUSG00000111348	0	3	6	4	4	6	2	3	15	4	0	0
ENSMUSG00000110824	0	0	0	0	2	1	2	0	8	1	0	0
ENSMUSG00000032191	0	0	0	0	6	8	3	0	0	4	4	8
ENSMUSG00000042688	2809	2677	2142	2630	2757	3139	2886	2099	2584	2480	1380	2408
ENSMUSG00000111545	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111495	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097021	9	0	0	5	0	1	10	2	4	1	0	4
ENSMUSG00000042487	459	419	375	355	649	630	438	798	315	455	155	310
ENSMUSG00000058587	3053	3282	3173	3317	3261	3651	3128	2477	2902	2691	1245	2283
ENSMUSG00000111228	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036768	783	855	531	458	930	679	485	968	356	390	180	251
ENSMUSG00000111617	0	0	0	0	0	0	2	0	6	0	0	0
ENSMUSG00000110945	25	16	36	19	43	40	21	62	28	27	46	64
ENSMUSG00000066233	113	106	149	104	103	142	55	138	126	105	155	149
ENSMUSG00000111789	0	0	0	0	0	0	0	0	0	0	0	0
