,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,PathwayExtra Ligand,PathwayExtra Receptor,KinaseExtra Ligand,KinaseExtra Receptor,Receptor-TF-intersection,Receptor-TF-combined,Ligand-TF-intersection,Ligand-TF-combined
CCL5_CCR1,CCL5_CCR1,CCL,CCL5,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL5 - CCR1,,,,,,,,
CCL3_CCR1,CCL3_CCR1,CCL,CCL3,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL3 - CCR1,,,,,,,,
CCL3L1_CCR1,CCL3L1_CCR1,CCL,CCL3L1,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL3L1 - CCR1,,,,,,,,
CCL3L3_CCR1,CCL3L3_CCR1,CCL,CCL3L3,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL3L3 - CCR1,,,,,,,,
CCL8_CCR1,CCL8_CCR1,CCL,CCL8,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL8 - CCR1,,,,,,,,
CCL7_CCR1,CCL7_CCR1,CCL,CCL7,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL7 - CCR1,,,,,,,,
CCL13_CCR1,CCL13_CCR1,CCL,CCL13,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL13 - CCR1,,,,,,,,
CCL14_CCR1,CCL14_CCR1,CCL,CCL14,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL14 - CCR1,,,,,,,,
CCL15_CCR1,CCL15_CCR1,CCL,CCL15,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL15 - CCR1,,,,,,,,
CCL16_CCR1,CCL16_CCR1,CCL,CCL16,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL16 - CCR1,,,,,,,,
CCL23_CCR1,CCL23_CCR1,CCL,CCL23,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL23 - CCR1,,,,,,,,
CCL8_CCR2,CCL8_CCR2,CCL,CCL8,CCR2,,,,,KEGG: hsa04060,Secreted Signaling,CCL8 - CCR2,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,
CCL7_CCR2,CCL7_CCR2,CCL,CCL7,CCR2,,,,,KEGG: hsa04060,Secreted Signaling,CCL7 - CCR2,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,
CCL2_CCR2,CCL2_CCR2,CCL,CCL2,CCR2,,,,,KEGG: hsa04060,Secreted Signaling,CCL2 - CCR2,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,
CCL27_CCR2,CCL27_CCR2,CCL,CCL27,CCR2,,,,,KEGG: hsa04060,Secreted Signaling,CCL27 - CCR2,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,
CCL5_CCR3,CCL5_CCR3,CCL,CCL5,CCR3,,,,,KEGG: hsa04060,Secreted Signaling,CCL5 - CCR3,,,,,,,,
CCL7_CCR3,CCL7_CCR3,CCL,CCL7,CCR3,,,,,KEGG: hsa04060,Secreted Signaling,CCL7 - CCR3,,,,,,,,
CCL11_CCR3,CCL11_CCR3,CCL,CCL11,CCR3,,,,,KEGG: hsa04060,Secreted Signaling,CCL11 - CCR3,,,,,,,,
CCL24_CCR3,CCL24_CCR3,CCL,CCL24,CCR3,,,,,KEGG: hsa04060,Secreted Signaling,CCL24 - CCR3,,,,,,,,
CCL26_CCR3,CCL26_CCR3,CCL,CCL26,CCR3,,,,,KEGG: hsa04060,Secreted Signaling,CCL26 - CCR3,,,,,,,,
CCL28_CCR3,CCL28_CCR3,CCL,CCL28,CCR3,,,,,KEGG: hsa04060,Secreted Signaling,CCL28 - CCR3,,,,,,,,
CCL27_CCR3,CCL27_CCR3,CCL,CCL27,CCR3,,,,,KEGG: hsa04060,Secreted Signaling,CCL27 - CCR3,,,,,,,,
CCL17_CCR4,CCL17_CCR4,CCL,CCL17,CCR4,,,,,KEGG: hsa04060,Secreted Signaling,CCL17 - CCR4,,,,,,,,
CCL22_CCR4,CCL22_CCR4,CCL,CCL22,CCR4,,,,,KEGG: hsa04060,Secreted Signaling,CCL22 - CCR4,,,,,,,,
CCL5_CCR4,CCL5_CCR4,CCL,CCL5,CCR4,,,,,KEGG: hsa04060,Secreted Signaling,CCL5 - CCR4,,,,,,,,
CCL4_CCR5,CCL4_CCR5,CCL,CCL4,CCR5,,,,,KEGG: hsa04060,Secreted Signaling,CCL4 - CCR5,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,
CCL5_CCR5,CCL5_CCR5,CCL,CCL5,CCR5,,,,,KEGG: hsa04060,Secreted Signaling,CCL5 - CCR5,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,
CCL3_CCR5,CCL3_CCR5,CCL,CCL3,CCR5,,,,,KEGG: hsa04060,Secreted Signaling,CCL3 - CCR5,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,
CCL20_CCR6,CCL20_CCR6,CCL,CCL20,CCR6,,,,,KEGG: hsa04060,Secreted Signaling,CCL20 - CCR6,,,,,,,,
CCL19_CCR7,CCL19_CCR7,CCL,CCL19,CCR7,,,,,KEGG: hsa04060,Secreted Signaling,CCL19 - CCR7,,,,ABL1_ESR1_ESR2_EZR_FOXP3_JUN_SSBP3_STAT1_STAT3_STAT5A,,ABL1_ESR1_ESR2_EZR_FOXP3_JUN_SSBP3_STAT1_STAT3_STAT5A,,
CCL21_CCR7,CCL21_CCR7,CCL,CCL21,CCR7,,,,,KEGG: hsa04060,Secreted Signaling,CCL21 - CCR7,,,GLI2,ABL1_ESR1_ESR2_EZR_FOXP3_JUN_SSBP3_STAT1_STAT3_STAT5A,,ABL1_ESR1_ESR2_EZR_FOXP3_JUN_SSBP3_STAT1_STAT3_STAT5A,,GLI2
CCL19_ACKR4,CCL19_ACKR4,CCL,CCL19,ACKR4,,,,,KEGG: hsa04060,Secreted Signaling,CCL19 - ACKR4,,,,,,,,
CCL21_ACKR4,CCL21_ACKR4,CCL,CCL21,ACKR4,,,,,KEGG: hsa04060,Secreted Signaling,CCL21 - ACKR4,,,GLI2,,,,,GLI2
CCL1_CCR8,CCL1_CCR8,CCL,CCL1,CCR8,,,,,KEGG: hsa04060,Secreted Signaling,CCL1 - CCR8,,,,,,,,
CCL25_CCR9,CCL25_CCR9,CCL,CCL25,CCR9,,,,,KEGG: hsa04060,Secreted Signaling,CCL25 - CCR9,,,,,,,,
CCL25_ACKR4,CCL25_ACKR4,CCL,CCL25,ACKR4,,,,,KEGG: hsa04060,Secreted Signaling,CCL25 - ACKR4,,,,,,,,
CCL28_CCR10,CCL28_CCR10,CCL,CCL28,CCR10,,,,,KEGG: hsa04060,Secreted Signaling,CCL28 - CCR10,,,,,,,,
CCL27_CCR10,CCL27_CCR10,CCL,CCL27,CCR10,,,,,KEGG: hsa04060,Secreted Signaling,CCL27 - CCR10,,,,,,,,
CCL1_ACKR4,CCL1_ACKR4,CCL,CCL1,ACKR4,,,,,KEGG: hsa04060,Secreted Signaling,CCL1 - ACKR4,,,,,,,,
CCL13_ACKR4,CCL13_ACKR4,CCL,CCL13,ACKR4,,,,,PMID: 26740381,Secreted Signaling,CCL13 - ACKR4,,,,,,,,
CCL8_ACKR4,CCL8_ACKR4,CCL,CCL8,ACKR4,,,,,PMID: 26740381,Secreted Signaling,CCL8 - ACKR4,,,,,,,,
CCL1_ACKR1,CCL1_ACKR1,CCL,CCL1,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL1 - ACKR1,,,,,,,,
CCL2_ACKR1,CCL2_ACKR1,CCL,CCL2,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL2 - ACKR1,,,,,,,,
CCL5_ACKR1,CCL5_ACKR1,CCL,CCL5,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL5 - ACKR1,,,,,,,,
CCL8_ACKR1,CCL8_ACKR1,CCL,CCL8,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL8 - ACKR1,,,,,,,,
CCL13_ACKR1,CCL13_ACKR1,CCL,CCL13,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL13 - ACKR1,,,,,,,,
CCL14_ACKR1,CCL14_ACKR1,CCL,CCL14,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL14 - ACKR1,,,,,,,,
CCL16_ACKR1,CCL16_ACKR1,CCL,CCL16,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL16 - ACKR1,,,,,,,,
CCL18_ACKR1,CCL18_ACKR1,CCL,CCL18,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL18 - ACKR1,,,,,,,,
CXCL1_ACKR1,CXCL1_ACKR1,CXCL,CXCL1,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL1 - ACKR1,,,SNAI1,,,,,SNAI1
CXCL2_ACKR1,CXCL2_ACKR1,CXCL,CXCL2,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL2 - ACKR1,,,,,,,,
CXCL3_ACKR1,CXCL3_ACKR1,CXCL,CXCL3,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL3 - ACKR1,,,,,,,,
CXCL5_ACKR1,CXCL5_ACKR1,CXCL,CXCL5,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL5 - ACKR1,,,,,,,,
CXCL6_ACKR1,CXCL6_ACKR1,CXCL,CXCL6,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL6 - ACKR1,,,,,,,,
CXCL8_ACKR1,CXCL8_ACKR1,CXCL,CXCL8,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL8 - ACKR1,PLG,,,,,,,PLG
CXCL9_ACKR1,CXCL9_ACKR1,CXCL,CXCL9,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL9 - ACKR1,,,,,,,,
CXCL10_ACKR1,CXCL10_ACKR1,CXCL,CXCL10,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL10 - ACKR1,,,,,,,,
CXCL11_ACKR1,CXCL11_ACKR1,CXCL,CXCL11,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL11 - ACKR1,,,,,,,,
CXCL13_ACKR1,CXCL13_ACKR1,CXCL,CXCL13,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL13 - ACKR1,MAPK1,,,,,,,MAPK1
CCL2_ACKR2,CCL2_ACKR2,CCL,CCL2,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL2 - ACKR2,,,,,,,,
CCL3_ACKR2,CCL3_ACKR2,CCL,CCL3,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL3 - ACKR2,,,,,,,,
CCL3L1_ACKR2,CCL3L1_ACKR2,CCL,CCL3L1,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL3L1 - ACKR2,,,,,,,,
CCL4_ACKR2,CCL4_ACKR2,CCL,CCL4,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL4 - ACKR2,,,,,,,,
CCL5_ACKR2,CCL5_ACKR2,CCL,CCL5,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL5 - ACKR2,,,,,,,,
CCL7_ACKR2,CCL7_ACKR2,CCL,CCL7,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL7 - ACKR2,,,,,,,,
CCL8_ACKR2,CCL8_ACKR2,CCL,CCL8,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL8 - ACKR2,,,,,,,,
CCL7_ACKR1,CCL7_ACKR1,CCL,CCL7,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL7 - ACKR1,,,,,,,,
CCL11_ACKR1,CCL11_ACKR1,CCL,CCL11,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL11 - ACKR1,,,,,,,,
CCL11_ACKR2,CCL11_ACKR2,CCL,CCL11,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL11 - ACKR2,,,,,,,,
CCL13_ACKR2,CCL13_ACKR2,CCL,CCL13,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL13 - ACKR2,,,,,,,,
CCL22_ACKR2,CCL22_ACKR2,CCL,CCL22,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL22 - ACKR2,,,,,,,,
CCL24_ACKR2,CCL24_ACKR2,CCL,CCL24,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL24 - ACKR2,,,,,,,,
CCL26_ACKR2,CCL26_ACKR2,CCL,CCL26,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL26 - ACKR2,,,,,,,,
CCL17_ACKR1,CCL17_ACKR1,CCL,CCL17,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL17 - ACKR1,,,,,,,,
CCL14_ACKR2,CCL14_ACKR2,CCL,CCL14,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL14 - ACKR2,,,,,,,,
CCL17_ACKR2,CCL17_ACKR2,CCL,CCL17,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL17 - ACKR2,,,,,,,,
CXCL1_CXCR1,CXCL1_CXCR1,CXCL,CXCL1,CXCR1,,,,,KEGG: hsa04060,Secreted Signaling,CXCL1 - CXCR1,,,SNAI1,,,,,SNAI1
CXCL2_CXCR1,CXCL2_CXCR1,CXCL,CXCL2,CXCR1,,,,,KEGG: hsa04060,Secreted Signaling,CXCL2 - CXCR1,,,,,,,,
CXCL3_CXCR1,CXCL3_CXCR1,CXCL,CXCL3,CXCR1,,,,,KEGG: hsa04060,Secreted Signaling,CXCL3 - CXCR1,,,,,,,,
CXCL5_CXCR1,CXCL5_CXCR1,CXCL,CXCL5,CXCR1,,,,,KEGG: hsa04060,Secreted Signaling,CXCL5 - CXCR1,,,,,,,,
CXCL6_CXCR1,CXCL6_CXCR1,CXCL,CXCL6,CXCR1,,,,,KEGG: hsa04060,Secreted Signaling,CXCL6 - CXCR1,,,,,,,,
CXCL8_CXCR1,CXCL8_CXCR1,CXCL,CXCL8,CXCR1,,,,,KEGG: hsa04060,Secreted Signaling,CXCL8 - CXCR1,PLG,,,,,,,PLG
CXCL1_CXCR2,CXCL1_CXCR2,CXCL,CXCL1,CXCR2,,,,,KEGG: hsa04060,Secreted Signaling,CXCL1 - CXCR2,,,SNAI1,,,,,SNAI1
CXCL2_CXCR2,CXCL2_CXCR2,CXCL,CXCL2,CXCR2,,,,,KEGG: hsa04060,Secreted Signaling,CXCL2 - CXCR2,,,,,,,,
CXCL3_CXCR2,CXCL3_CXCR2,CXCL,CXCL3,CXCR2,,,,,KEGG: hsa04060,Secreted Signaling,CXCL3 - CXCR2,,,,,,,,
CXCL5_CXCR2,CXCL5_CXCR2,CXCL,CXCL5,CXCR2,,,,,KEGG: hsa04060,Secreted Signaling,CXCL5 - CXCR2,,,,,,,,
CXCL6_CXCR2,CXCL6_CXCR2,CXCL,CXCL6,CXCR2,,,,,KEGG: hsa04060,Secreted Signaling,CXCL6 - CXCR2,,,,,,,,
CXCL8_CXCR2,CXCL8_CXCR2,CXCL,CXCL8,CXCR2,,,,,KEGG: hsa04060,Secreted Signaling,CXCL8 - CXCR2,PLG,,,,,,,PLG
PPBP_CXCR2,PPBP_CXCR2,CXCL,PPBP,CXCR2,,,,,KEGG: hsa04060,Secreted Signaling,PPBP - CXCR2,,,CEBPB,,,,,CEBPB
PF4V1_CXCR3,PF4V1_CXCR3,CXCL,PF4V1,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,PF4V1 - CXCR3,,,,,,,,
CXCL9_CXCR3,CXCL9_CXCR3,CXCL,CXCL9,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,CXCL9 - CXCR3,,,,,,,,
CXCL10_CXCR3,CXCL10_CXCR3,CXCL,CXCL10,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,CXCL10 - CXCR3,,,,,,,,
CXCL11_CXCR3,CXCL11_CXCR3,CXCL,CXCL11,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,CXCL11 - CXCR3,,,,,,,,
CXCL13_CXCR3,CXCL13_CXCR3,CXCL,CXCL13,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,CXCL13 - CXCR3,MAPK1,,,,,,,MAPK1
PF4_CXCR3,PF4_CXCR3,CXCL,PF4,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,PF4 - CXCR3,MAPK1_PGR_STAT1,,,,,,,MAPK1_PGR_STAT1
CXCL12_CXCR4,CXCL12_CXCR4,CXCL,CXCL12,CXCR4,,,,,KEGG: hsa04060,Secreted Signaling,CXCL12 - CXCR4,STAT1_STAT2_STAT3_STAT5B,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,AR_BACH2_BAD_BAX_BCL3_BCLAF1_CDX2_CEBPA_CEBPB_CEBPD_CLOCK_CREB1_CREM_CTNNB1_E2F1_ESR1_ESR2_ETS1_EZH2_FOXL2_FOXO1_FOXP3_GATA6_GCM1_GFI1_GLI1_GLI2_GLI3_HCLS1_HIF1A_HSF1_IKZF3_JUN_JUNB_KLF10_KLF5_MAFA_MAPK1_MDM2_MITF_MNX1_MXD1_MXI1_MYBL2_MYC_MYCL_MYCN_MYLK_NCOA3_NEUROD1_NFATC1_NFATC2_NFE2L1_NFE2L2_NFKB1_NFKB2_NR1D1_NR3C1_PAX3_PDX1_PGR_PICK1_PKM_PRKAA2_RB1_RELA_RELB_RFX1_RFXANK_RXRA_SFPQ_SMAD1_SMAD2_SMAD3_SMAD4_SMARCC2_SNAI1_SNAI2_SOX9_SP1_SPI1_SREBF1_TFEB_TP53_TP63_TPPP_TRAF4_TRIB2_USF2_WT1_YBX1_YWHAE_YWHAZ_ZBTB16_ZHX1_ZNF281_ZNF322,BRCA1_EZH2_GTF2I_HCLS1_HES1_HES5_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B,BRCA1_EZH2_GTF2I_HCLS1_HES1_HES5_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,AR_BACH2_BAD_BAX_BCL3_BCLAF1_CDX2_CEBPA_CEBPB_CEBPD_CLOCK_CREB1_CREM_CTNNB1_E2F1_ESR1_ESR2_ETS1_EZH2_FOXL2_FOXO1_FOXP3_GATA6_GCM1_GFI1_GLI1_GLI2_GLI3_HCLS1_HIF1A_HSF1_IKZF3_JUN_JUNB_KLF10_KLF5_MAFA_MAPK1_MDM2_MITF_MNX1_MXD1_MXI1_MYBL2_MYC_MYCL_MYCN_MYLK_NCOA3_NEUROD1_NFATC1_NFATC2_NFE2L1_NFE2L2_NFKB1_NFKB2_NR1D1_NR3C1_PAX3_PDX1_PGR_PICK1_PKM_PRKAA2_RB1_RELA_RELB_RFX1_RFXANK_RXRA_SFPQ_SMAD1_SMAD2_SMAD3_SMAD4_SMARCC2_SNAI1_SNAI2_SOX9_SP1_SPI1_SREBF1_STAT1_STAT2_STAT3_STAT5B_TFEB_TP53_TP63_TPPP_TRAF4_TRIB2_USF2_WT1_YBX1_YWHAE_YWHAZ_ZBTB16_ZHX1_ZNF281_ZNF322
CXCL11_ACKR3,CXCL11_ACKR3,CXCL,CXCL11,ACKR3,,,,,KEGG: hsa04060,Secreted Signaling,CXCL11 - ACKR3,,,,ANXA1_AR_ASAP3_CD59_CEBPB_CTNNB1_ELF3_ESR1_EZR_FOS_NFE2L2_PKM_RELA_STAT1_STAT3_STAT5A_STAT5B_UBB_YWHAZ,,ANXA1_AR_ASAP3_CD59_CEBPB_CTNNB1_ELF3_ESR1_EZR_FOS_NFE2L2_PKM_RELA_STAT1_STAT3_STAT5A_STAT5B_UBB_YWHAZ,,
CXCL12_ACKR3,CXCL12_ACKR3,CXCL,CXCL12,ACKR3,,,,,KEGG: hsa04060,Secreted Signaling,CXCL12 - ACKR3,STAT1_STAT2_STAT3_STAT5B,,AR_BACH2_BAD_BAX_BCL3_BCLAF1_CDX2_CEBPA_CEBPB_CEBPD_CLOCK_CREB1_CREM_CTNNB1_E2F1_ESR1_ESR2_ETS1_EZH2_FOXL2_FOXO1_FOXP3_GATA6_GCM1_GFI1_GLI1_GLI2_GLI3_HCLS1_HIF1A_HSF1_IKZF3_JUN_JUNB_KLF10_KLF5_MAFA_MAPK1_MDM2_MITF_MNX1_MXD1_MXI1_MYBL2_MYC_MYCL_MYCN_MYLK_NCOA3_NEUROD1_NFATC1_NFATC2_NFE2L1_NFE2L2_NFKB1_NFKB2_NR1D1_NR3C1_PAX3_PDX1_PGR_PICK1_PKM_PRKAA2_RB1_RELA_RELB_RFX1_RFXANK_RXRA_SFPQ_SMAD1_SMAD2_SMAD3_SMAD4_SMARCC2_SNAI1_SNAI2_SOX9_SP1_SPI1_SREBF1_TFEB_TP53_TP63_TPPP_TRAF4_TRIB2_USF2_WT1_YBX1_YWHAE_YWHAZ_ZBTB16_ZHX1_ZNF281_ZNF322,ANXA1_AR_ASAP3_CD59_CEBPB_CTNNB1_ELF3_ESR1_EZR_FOS_NFE2L2_PKM_RELA_STAT1_STAT3_STAT5A_STAT5B_UBB_YWHAZ,,ANXA1_AR_ASAP3_CD59_CEBPB_CTNNB1_ELF3_ESR1_EZR_FOS_NFE2L2_PKM_RELA_STAT1_STAT3_STAT5A_STAT5B_UBB_YWHAZ,,AR_BACH2_BAD_BAX_BCL3_BCLAF1_CDX2_CEBPA_CEBPB_CEBPD_CLOCK_CREB1_CREM_CTNNB1_E2F1_ESR1_ESR2_ETS1_EZH2_FOXL2_FOXO1_FOXP3_GATA6_GCM1_GFI1_GLI1_GLI2_GLI3_HCLS1_HIF1A_HSF1_IKZF3_JUN_JUNB_KLF10_KLF5_MAFA_MAPK1_MDM2_MITF_MNX1_MXD1_MXI1_MYBL2_MYC_MYCL_MYCN_MYLK_NCOA3_NEUROD1_NFATC1_NFATC2_NFE2L1_NFE2L2_NFKB1_NFKB2_NR1D1_NR3C1_PAX3_PDX1_PGR_PICK1_PKM_PRKAA2_RB1_RELA_RELB_RFX1_RFXANK_RXRA_SFPQ_SMAD1_SMAD2_SMAD3_SMAD4_SMARCC2_SNAI1_SNAI2_SOX9_SP1_SPI1_SREBF1_STAT1_STAT2_STAT3_STAT5B_TFEB_TP53_TP63_TPPP_TRAF4_TRIB2_USF2_WT1_YBX1_YWHAE_YWHAZ_ZBTB16_ZHX1_ZNF281_ZNF322
CXCL13_CXCR5,CXCL13_CXCR5,CXCL,CXCL13,CXCR5,,,,,KEGG: hsa04060,Secreted Signaling,CXCL13 - CXCR5,MAPK1,,,,,,,MAPK1
CXCL16_CXCR6,CXCL16_CXCR6,CXCL,CXCL16,CXCR6,,,,,KEGG: hsa04060,Secreted Signaling,CXCL16 - CXCR6,,,,,,,,
MIF_CD74_CXCR4,MIF_CD74_CXCR4,MIF,MIF,CD74_CXCR4,,,,,PMID: 29637711; PMID: 24760155,Secreted Signaling,MIF - (CD74+CXCR4),,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_TBL1XR1_TP53_TP73_TRIM28_YWHAZ,BRCA1_EZH2_GTF2I_HCLS1_HES1_HES5_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B,BRCA1_EZH2_GTF2I_HCLS1_HES1_HES5_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_TBL1XR1_TP53_TP73_TRIM28_YWHAZ
MIF_CD74_CD44,MIF_CD74_CD44,MIF,MIF,CD74_CD44,,,,,PMID: 29637711; PMID: 26175090,Secreted Signaling,MIF - (CD74+CD44),,,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_TBL1XR1_TP53_TP73_TRIM28_YWHAZ,BAX_BCL3_BCLAF1_CDX2_CEBPA_CEBPB_CEBPD_CLOCK_CREB1_CREM_CTNNB1_E2F1_ESR1_ETS1_EZH2_EZR_FOXL2_FOXO1_FOXP3_GATA4_GATA6_GCM1_GFI1_GLI2_GLI3_HIF1A_HSF1_IKZF3_JUN_JUNB_KLF5_MAFA_MITF_MNX1_MYBL2_MYC_MYCL_MYCN_MYLK_NANOG_NCOA3_NEUROD1_NFATC1_NFATC2_NFE2L1_NFE2L2_NFKB1_NFKB2_NR1D1_NR3C1_PAX3_PDX1_PGR_PICK1_PKM_RELA_RELB_RFX1_RXRA_SFPQ_SMAD1_SMAD2_SMAD3_SMAD4_SMARCC2_SNAI1_SNAI2_SOX9_SP1_SPI1_SREBF1_STAT1_STAT3_TFEB_TP53_TPPP_USF2_WT1_YBX1_ZBTB16_ZHX1_ZNF281_ZNF322,,BAX_BCL3_BCLAF1_CDX2_CEBPA_CEBPB_CEBPD_CLOCK_CREB1_CREM_CTNNB1_E2F1_ESR1_ETS1_EZH2_EZR_FOXL2_FOXO1_FOXP3_GATA4_GATA6_GCM1_GFI1_GLI2_GLI3_HIF1A_HSF1_IKZF3_JUN_JUNB_KLF5_MAFA_MITF_MNX1_MYBL2_MYC_MYCL_MYCN_MYLK_NANOG_NCOA3_NEUROD1_NFATC1_NFATC2_NFE2L1_NFE2L2_NFKB1_NFKB2_NR1D1_NR3C1_PAX3_PDX1_PGR_PICK1_PKM_RELA_RELB_RFX1_RXRA_SFPQ_SMAD1_SMAD2_SMAD3_SMAD4_SMARCC2_SNAI1_SNAI2_SOX9_SP1_SPI1_SREBF1_STAT1_STAT3_TFEB_TP53_TPPP_USF2_WT1_YBX1_ZBTB16_ZHX1_ZNF281_ZNF322,,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_TBL1XR1_TP53_TP73_TRIM28_YWHAZ
